crop_file,nom_char,unicode,syllable,matched,tier,bbox,page,source
crops/page_0010/col01_char000.png,倘,U+5018,THÁNG,True,1,"[1171, 319, 1302, 431]",page_0010,CacThanhTruyen11
crops/page_0010/col01_char001.png,邁,U+9081,MƯỜI,True,1,"[1171, 431, 1302, 543]",page_0010,CacThanhTruyen11
crops/page_0010/col01_char002.png,𤴡,U+24D21,MỘT,True,3,"[1171, 543, 1302, 656]",page_0010,CacThanhTruyen11
crops/page_0010/col01_char003.png,同,U+540C,Có,True,1,"[1171, 656, 1302, 768]",page_0010,CacThanhTruyen11
crops/page_0010/col01_char004.png,巴,U+5DF4,Ba,True,1,"[1171, 768, 1302, 881]",page_0010,CacThanhTruyen11
crops/page_0010/col01_char005.png,邁,U+9081,mươi,True,1,"[1171, 881, 1302, 993]",page_0010,CacThanhTruyen11
crops/page_0010/col01_char006.png,𬏝,U+2C3DD,ngày,True,3,"[1171, 993, 1302, 1106]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char000.png,夢,U+5922,MỒNG,True,1,"[1047, 54, 1147, 145]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char001.png,蔑,U+8511,MỘT,True,1,"[1047, 145, 1147, 236]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char002.png,礼,U+793C,Lễ,True,1,"[1047, 236, 1147, 327]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char003.png,各,U+5404,Các,True,1,"[1047, 327, 1147, 419]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char004.png,垩,U+57A9,Thánh,True,1,"[1047, 419, 1147, 510]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char005.png,󰟭,U+F07ED,Hôm,True,3,"[1047, 510, 1147, 601]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char006.png,尼,U+5C3C,nay,True,1,"[1047, 601, 1147, 693]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char008.png,𥰇,U+25C07,ghê,True,3,"[1047, 784, 1147, 875]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char009.png,𪏭,U+2A3ED,rê,True,3,"[1047, 875, 1147, 966]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char010.png,加,U+52A0,gia,True,1,"[1047, 966, 1147, 1058]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char011.png,𣩂,U+23A42,làm,True,3,"[1047, 1058, 1147, 1149]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char012.png,礼,U+793C,lễ,True,1,"[1047, 1149, 1147, 1240]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char013.png,明,U+660E,mừng,True,1,"[1047, 1240, 1147, 1332]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char014.png,各,U+5404,các,True,1,"[1047, 1332, 1147, 1423]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char015.png,垩,U+57A9,Thánh,True,1,"[1047, 1423, 1147, 1514]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char016.png,特,U+7279,được,True,1,"[1047, 1514, 1147, 1605]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char017.png,福,U+798F,phúc,True,1,"[1047, 1605, 1147, 1697]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char018.png,極,U+6975,cực,True,1,"[1047, 1697, 1147, 1788]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char019.png,重,U+91CD,trọng,True,1,"[1047, 1788, 1147, 1879]",page_0010,CacThanhTruyen11
crops/page_0010/col02_char020.png,𬗢,U+2C5E2,là,True,3,"[1047, 1879, 1147, 1971]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char000.png,体,U+4F53,thấy,True,1,"[892, 54, 1005, 150]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char001.png,徳,U+5FB3,Đức,True,3,"[892, 150, 1005, 246]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char002.png,主,U+4E3B,Chúa,True,1,"[892, 246, 1005, 342]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char003.png,禿,U+79BF,Trời,True,3,"[892, 342, 1005, 439]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char004.png,𤉜,U+2425C,tỏ,True,3,"[892, 439, 1005, 535]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char005.png,詳,U+8A73,tường,True,1,"[892, 535, 1005, 631]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char006.png,代,U+4EE3,đời,True,1,"[892, 631, 1005, 728]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char007.png,匀,U+5300,đời,True,3,"[892, 728, 1005, 824]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char008.png,蔑,U+8511,Một,True,1,"[892, 824, 1005, 920]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char009.png,事,U+4E8B,sự,True,1,"[892, 920, 1005, 1017]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char010.png,𣩂,U+23A42,làm,True,3,"[892, 1017, 1005, 1113]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char011.png,朱,U+6731,cho,True,1,"[892, 1113, 1005, 1209]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char012.png,󱭸,U+F1B78,trọn,True,3,"[892, 1209, 1005, 1305]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char013.png,盃,U+76C3,vui,True,1,"[892, 1305, 1005, 1402]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char014.png,稨,U+7A28,trọn,True,3,"[892, 1402, 1005, 1498]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char015.png,冷,U+51B7,lành,True,1,"[892, 1498, 1005, 1594]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char016.png,𧘚,U+2761A,Đức,True,3,"[892, 1594, 1005, 1691]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char017.png,主,U+4E3B,Chúa,True,1,"[892, 1691, 1005, 1787]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char018.png,禿,U+79BF,Trời,True,3,"[892, 1787, 1005, 1883]",page_0010,CacThanhTruyen11
crops/page_0010/col03_char019.png,𬗢,U+2C5E2,là,True,3,"[892, 1883, 1005, 1980]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char000.png,脉,U+8109,mạch,True,1,"[757, 59, 857, 150]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char001.png,每,U+6BCF,mọi,True,1,"[757, 150, 857, 242]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char002.png,事,U+4E8B,sự,True,1,"[757, 242, 857, 334]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char003.png,盛,U+76DB,thịnh,True,1,"[757, 334, 857, 426]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char004.png,翁,U+7FC1,ông,True,1,"[757, 426, 857, 518]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char005.png,垩,U+57A9,Thánh,True,1,"[757, 518, 857, 610]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char006.png,葩,U+8469,Pha,True,1,"[757, 610, 857, 702]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char007.png,匀,U+5300,pha,True,3,"[757, 702, 857, 793]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char008.png,哺,U+54FA,Bô,True,1,"[757, 793, 857, 885]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char009.png,尼,U+5C3C,ni,True,1,"[757, 885, 857, 977]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char010.png,𢏿,U+223FF,pha,True,3,"[757, 977, 857, 1069]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char011.png,稀,U+7A00,si,True,3,"[757, 1069, 857, 1161]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char012.png,烏,U+70CF,ô,True,1,"[757, 1161, 857, 1253]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char013.png,次,U+6B21,thứ,True,1,"[757, 1253, 857, 1345]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char014.png,荞,U+835E,bốn,True,3,"[757, 1345, 857, 1436]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char015.png,体,U+4F53,thấy,True,1,"[757, 1436, 857, 1528]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char016.png,𦹰,U+26E70,một,True,3,"[757, 1528, 857, 1620]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char017.png,茹,U+8339,nhà,True,1,"[757, 1620, 857, 1712]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char018.png,鬼,U+9B3C,quỷ,True,1,"[757, 1712, 857, 1804]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char019.png,於,U+65BC,ở,True,1,"[757, 1804, 857, 1896]",page_0010,CacThanhTruyen11
crops/page_0010/col04_char020.png,城,U+57CE,thành,True,1,"[757, 1896, 857, 1988]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char000.png,藦,U+85E6,ma,True,3,"[616, 58, 712, 154]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char001.png,矯,U+77EF,khéo,True,3,"[616, 154, 712, 251]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char002.png,窘,U+7A98,lắm,True,3,"[616, 251, 712, 348]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char003.png,鶲,U+9DB2,ông,True,3,"[616, 348, 712, 445]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char004.png,󱡍,U+F184D,kia,True,3,"[616, 445, 712, 542]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char005.png,𬕰,U+2C570,tên,True,3,"[616, 542, 712, 639]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char006.png,究,U+7A76,là,True,3,"[616, 639, 712, 736]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char007.png,兮,U+516E,A,True,3,"[616, 736, 712, 833]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char008.png,朞,U+671E,ki,True,2,"[616, 833, 712, 930]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char009.png,离,U+79BB,li,True,1,"[616, 930, 712, 1027]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char010.png,葩,U+8469,pha,True,1,"[616, 1027, 712, 1123]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char011.png,𫜵,U+2B735,làm,True,3,"[616, 1123, 712, 1220]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char012.png,󱊨,U+F12A8,xưa,True,3,"[616, 1220, 712, 1317]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char013.png,麻,U+9EBB,mà,True,1,"[616, 1317, 712, 1414]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char014.png,於,U+65BC,thờ,True,3,"[616, 1414, 712, 1511]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char015.png,奴,U+5974,nó,True,1,"[616, 1511, 712, 1608]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char016.png,翁,U+7FC1,Ông,True,1,"[616, 1608, 712, 1705]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char017.png,垩,U+57A9,Thánh,True,1,"[616, 1705, 712, 1802]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char018.png,嫫,U+5AEB,Pha,True,3,"[616, 1802, 712, 1899]",page_0010,CacThanhTruyen11
crops/page_0010/col05_char019.png,頗,U+9817,pha,True,3,"[616, 1899, 712, 1996]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char000.png,𨒟,U+2849F,thiên,True,3,"[456, 62, 556, 153]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char001.png,奁,U+5941,hạ,True,3,"[456, 153, 556, 245]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char002.png,㐌,U+340C,đã,True,2,"[456, 245, 556, 336]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char003.png,斈,U+6588,học,True,1,"[456, 336, 556, 428]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char004.png,道,U+9053,đạo,True,1,"[456, 428, 556, 519]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char005.png,实,U+5B9E,thật,True,1,"[456, 519, 556, 611]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char006.png,庒,U+5E92,chẳng,True,1,"[456, 611, 556, 703]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char007.png,羣,U+7FA3,còn,True,1,"[456, 703, 556, 794]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char008.png,蜍,U+870D,thờ,True,1,"[456, 794, 556, 886]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char009.png,鬼,U+9B3C,quỷ,True,1,"[456, 886, 556, 977]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char010.png,女,U+5973,nữa,True,1,"[456, 977, 556, 1069]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char011.png,時,U+6642,thì,True,1,"[456, 1069, 556, 1160]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char012.png,㝵,U+3775,người,True,1,"[456, 1160, 556, 1252]",page_0010,CacThanhTruyen11
crops/page_0010/col06_char013.png,𢬿,U+22B3F,lấy,True,3,"[456, 1252, 556, 1344]",page_0010,CacThanhTruyen11
