sample_id,pred,score,sec
M3_0000,等,0.5898,0.1213
M3_0001,寻,0.3147,0.0599
M3_0002,得,0.2429,0.087
M3_0003,粤,0.2364,0.1458
M3_0004,今等,0.514,0.0838
M3_0005,寻,0.8542,0.0772
M3_0006,葉,0.122,0.0583
M3_0007,是,0.7085,0.0597
M3_0008,号,0.789,0.0644
M3_0009,寻,0.9115,0.0862
M3_0010,仲旱,0.7616,0.0829
M3_0011,如导,0.5505,0.0739
M3_0012,等,0.4785,0.0851
M3_0013,体,0.975,0.0773
M3_0014,导,0.7881,0.0675
M3_0015,寻,0.439,0.0624
M3_0016,哥,0.3475,0.0702
M3_0017,龙豆,0.5997,0.0936
M3_0018,守,0.3343,0.0961
M3_0019,身,0.0912,0.0758
M3_0020,星,0.886,0.0702
M3_0021,是,0.2474,0.0683
M3_0022,寻,0.4072,0.0645
M3_0023,等,0.5785,0.0644
M3_0024,寻,0.6552,0.069
M3_0025,守,0.7335,0.068
M3_0026,,0.0,0.0681
M3_0027,子,0.588,0.0744
M3_0028,等,0.1501,0.0777
M3_0029,斗,0.4727,0.0838
M3_0030,导,0.2538,0.1136
M3_0031,等,0.3311,0.0727
M3_0032,导,0.7784,0.0743
M3_0033,导,0.5002,0.078
M3_0034,膝,0.2521,0.0926
M3_0035,寻,0.599,0.0751
M3_0036,守,0.4772,0.0702
M3_0037,是,0.5466,0.0713
M3_0038,寻,0.4632,0.0854
M3_0039,旦,0.4864,0.1172
M3_0040,旱,0.4546,0.0765
M3_0041,是,0.58,0.0729
M3_0042,音,0.1998,0.0733
M3_0043,果,0.357,0.07
M3_0044,寻,0.8548,0.074
M3_0045,正,0.8054,0.0712
M3_0046,寻,0.9229,0.0725
M3_0047,學子,0.2274,0.0749
M3_0048,号,0.4546,0.0725
M3_0049,,0.0,0.0711
M3_0050,斗,0.3764,0.085
M3_0051,等,0.5079,0.0861
M3_0052,子,0.2655,0.0757
M3_0053,子,0.2325,0.1135
M3_0054,心寧,0.6245,0.0756
M3_0055,等,0.7925,0.0711
M3_0056,号,0.3466,0.0639
M3_0057,寻,0.9237,0.0657
M3_0058,导,0.5841,0.0706
M3_0059,干等,0.5223,0.0698
M3_0060,導,0.3608,0.081
M3_0061,即导,0.5707,0.0635
M3_0062,子,0.3617,0.072
M3_0063,好,0.8035,0.0685
M3_0064,寻,0.2521,0.0673
M3_0065,导,0.4796,0.0716
M3_0066,导,0.3963,0.0644
M3_0067,寻,0.2604,0.0638
M3_0068,等,0.3152,0.0668
M3_0069,#,0.1991,0.0754
M3_0070,尋等,0.3515,0.0678
M3_0071,寻,0.5936,0.0687
M3_0072,西,0.0958,0.0675
M3_0073,如景,0.424,0.0656
M3_0074,次早,0.5278,0.0703
M3_0075,等,0.2773,0.0721
M3_0076,徐,0.5984,0.0648
M3_0077,身,0.4265,0.0688
M3_0078,寻,0.5196,0.0648
M3_0079,地世,0.3047,0.0661
M3_0080,尊,0.6348,0.071
M3_0081,哥,0.7517,0.0612
M3_0082,等,0.4386,0.07
M3_0083,守,0.4645,0.0675
M3_0084,量,0.2443,0.0702
M3_0085,导,0.704,0.0668
M3_0086,3,0.152,0.0643
M3_0087,等,0.5384,0.0683
M3_0088,等,0.5388,0.0671
M3_0089,寻,0.5325,0.065
M3_0090,丁,0.2066,0.0614
M3_0091,,0.0,0.0645
M3_0092,導,0.2453,0.0689
M3_0093,导,0.626,0.0681
M3_0094,寻,0.5572,0.0622
M3_0095,抄尊,0.3962,0.063
M3_0096,,0.0,0.0623
M3_0097,得,0.4795,0.066
M3_0098,导,0.1918,0.0704
M3_0099,守,0.6423,0.0665
M3_0100,草,0.8762,0.0625
M3_0101,导,0.4485,0.063
M3_0102,导,0.6998,0.0716
M3_0103,守,0.7789,0.0617
M3_0104,导,0.3755,0.061
M3_0105,生,0.6877,0.0695
M3_0106,等,0.2064,0.0654
M3_0107,寻,0.4269,0.0636
M3_0108,#,0.6166,0.0669
M3_0109,等,0.5925,0.0617
M3_0110,是,0.3192,0.0662
M3_0111,兒,0.5603,0.0766
M3_0112,寻,0.8428,0.0664
M3_0113,导,0.595,0.0686
M3_0114,号,0.8625,0.0635
M3_0115,冯旦,0.692,0.0652
M3_0116,等,0.6618,0.0657
M3_0117,脚早,0.6224,0.0658
M3_0118,导,0.6264,0.0672
M3_0119,空,0.119,0.0658
M3_0120,寻,0.518,0.0613
M3_0121,号,0.081,0.064
M3_0122,烧,0.4511,0.0637
M3_0123,是,0.6328,0.0638
M3_0124,三,0.2835,0.0685
M3_0125,庶写,0.6578,0.0651
M3_0126,旱,0.8408,0.0675
M3_0127,导,0.8481,0.0691
M3_0128,寻子,0.2911,0.0677
M3_0129,导,0.2146,0.0649
M3_0130,學,0.2037,0.0662
M3_0131,导,0.3497,0.0707
M3_0132,是,0.1679,0.0668
M3_0133,寻,0.8572,0.067
M3_0134,守,0.4591,0.0646
M3_0135,4,0.2757,0.061
M3_0136,如是,0.4451,0.0682
M3_0137,字,0.3695,0.0713
M3_0138,是,0.2453,0.0645
M3_0139,星,0.7925,0.0669
M3_0140,事公,0.285,0.0632
M3_0141,旱,0.7854,0.0629
M3_0142,得,0.3118,0.0623
M3_0143,木导,0.4887,0.0662
M3_0144,字,0.4971,0.0659
M3_0145,导,0.5051,0.064
M3_0146,1,0.7998,0.062
M3_0147,导,0.7188,0.0665
M3_0148,等,0.2701,0.0656
M3_0149,等,0.38,0.063
M3_0150,是,0.4057,0.0705
M3_0151,每幼,0.1899,0.0663
M3_0152,寻,0.8409,0.0649
M3_0153,寻,0.8113,0.0703
M3_0154,导,0.9431,0.0708
M3_0155,是,0.3927,0.0654
M3_0156,日,0.3469,0.0657
M3_0157,寧,0.1086,0.0662
M3_0158,四,0.4704,0.064
M3_0159,过守,0.4307,0.0728
M3_0160,今是,0.4839,0.0603
M3_0161,厚,0.8172,0.0722
M3_0162,是,0.1454,0.0679
M3_0163,尊,0.4536,0.0665
M3_0164,寻,0.2637,0.0645
M3_0165,寻,0.7806,0.0627
M3_0166,,0.0,0.0643
M3_0167,几厚,0.3366,0.0692
M3_0168,寻,0.5298,0.0647
M3_0169,星,0.2546,0.0648
M3_0170,导,0.8414,0.0635
M3_0171,是,0.6623,0.0664
M3_0172,是,0.7041,0.069
M3_0173,屠真,0.2978,0.0652
M3_0174,寻,0.8524,0.0616
M3_0175,艾导,0.4588,0.0606
M3_0176,本号,0.4935,0.0613
M3_0177,,0.0,0.0717
M3_0178,學,0.2934,0.0727
M3_0179,等,0.5743,0.065
M3_0180,喜,0.4226,0.0623
M3_0181,寻,0.4814,0.0769
M3_0182,导,0.9839,0.0723
M3_0183,草,0.4336,0.0842
M3_0184,寻,0.6798,0.0959
M3_0185,早,0.3943,0.0673
M3_0186,,0.0,0.0664
M3_0187,等,0.6986,0.0611
M3_0188,等,0.5193,0.0639
M3_0189,等,0.7554,0.0628
M3_0190,尼导,0.4244,0.0662
M3_0191,,0.0,0.0643
M3_0192,导,0.8981,0.0679
M3_0193,4,0.3827,0.0631
M3_0194,等,0.5311,0.0645
M3_0195,导,0.7727,0.0691
M3_0196,4,0.5456,0.065
M3_0197,导,0.7555,0.0663
M3_0198,是,0.1815,0.0633
M3_0199,号,0.5041,0.0609
M3_0200,子,0.2011,0.068
M3_0201,得等,0.2365,0.0693
M3_0202,身,0.5871,0.0685
M3_0203,#,0.6928,0.0659
M3_0204,麻字,0.4523,0.067
M3_0205,导,0.3489,0.087
M3_0206,等,0.3936,0.0985
M3_0207,4,0.2111,0.0669
M3_0208,等,0.5555,0.0702
M3_0209,寻,0.2455,0.0643
M3_0210,导,0.5706,0.0641
M3_0211,,0.0,0.0696
M3_0212,导,0.6466,0.0688
M3_0213,是,0.5431,0.0704
M3_0214,守,0.6694,0.0712
M3_0215,#女,0.2921,0.064
M3_0216,寻,0.2836,0.0664
M3_0217,得,0.8848,0.0616
M3_0218,量,0.742,0.0598
M3_0219,,0.0,0.0629
M3_0220,何是,0.5938,0.0636
M3_0221,景,0.5245,0.065
M3_0222,子,0.1848,0.0623
M3_0223,李,0.2679,0.0583
M3_0224,是,0.8598,0.06
M3_0225,是,0.267,0.064
M3_0226,也导,0.6249,0.0641
M3_0227,股等,0.3038,0.0594
M3_0228,例阜,0.7921,0.0619
M3_0229,公导,0.6607,0.063
M3_0230,寻,0.66,0.061
M3_0231,—单,0.2245,0.0637
M3_0232,寻,0.6674,0.0651
M3_0233,位旦,0.6183,0.0628
M3_0234,#,0.8093,0.0612
M3_0235,寻,0.1499,0.0606
M3_0236,身,0.2205,0.0653
M3_0237,早,0.3766,0.0621
M3_0238,室,0.6153,0.0682
M3_0239,國,0.8418,0.0621
M3_0240,早,0.526,0.074
M3_0241,等,0.24,0.0691
M3_0242,子,0.2261,0.0652
M3_0243,2,0.2287,0.0647
M3_0244,寻,0.7932,0.0605
M3_0245,导,0.7286,0.0626
M3_0246,#,0.194,0.0646
M3_0247,,0.0,0.0657
M3_0248,得,0.2822,0.0612
M3_0249,草,0.3994,0.0645
M3_0250,别导,0.4402,0.0657
M3_0251,是,0.3148,0.0668
M3_0252,尊,0.3692,0.0642
M3_0253,寻,0.3076,0.0576
M3_0254,尊,0.46,0.0575
M3_0255,哥,0.8197,0.0638
M3_0256,學,0.2498,0.0612
M3_0257,,0.0,0.0704
M3_0258,寻,0.5092,0.0619
M3_0259,,0.0,0.0592
M3_0260,華,0.4088,0.0635
M3_0261,弄,0.9354,0.0645
M3_0262,寻,0.2451,0.0652
M3_0263,导,0.9071,0.0635
M3_0264,2,0.3444,0.0589
M3_0265,秀,0.7485,0.0599
M3_0266,導,0.5748,0.0692
M3_0267,寻,0.3671,0.0641
M3_0268,导,0.566,0.0623
M3_0269,入气,0.2498,0.059
M3_0270,4,0.3839,0.0592
M3_0271,导,0.4501,0.0586
M3_0272,明,0.8055,0.0611
M3_0273,导,0.9376,0.0631
M3_0274,寻,0.868,0.0629
M3_0275,斧,0.2205,0.0665
M3_0276,寻,0.7524,0.0608
M3_0277,別,0.5726,0.0576
M3_0278,等,0.3731,0.0633
M3_0279,是,0.3659,0.0614
M3_0280,是,0.6867,0.0644
M3_0281,寻,0.9899,0.0634
M3_0282,國,0.7178,0.0667
M3_0283,导,0.5142,0.0636
M3_0284,星,0.2229,0.0643
M3_0285,字,0.2613,0.0739
M3_0286,#,0.5132,0.067
M3_0287,早,0.6527,0.0649
M3_0288,导,0.9556,0.0675
M3_0289,寻,0.2102,0.0684
M3_0290,导,0.8665,0.0715
M3_0291,导,0.8978,0.0701
M3_0292,守,0.2023,0.0679
M3_0293,公,0.2218,0.0674
M3_0294,4,0.6085,0.0673
M3_0295,同是,0.2643,0.0662
M3_0296,,0.0,0.0674
M3_0297,妙果,0.3877,0.0727
M3_0298,是,0.6667,0.0693
M3_0299,寻,0.3834,0.0695
