sample_id,pred,score,sec
M3_0000,导,,2.7
M3_0001,导,,2.8
M3_0002,等,,2.8
M3_0003,哥,,2.7
M3_0004,导,,2.7
M3_0005,旱,,2.7
M3_0006,寺,,2.7
M3_0007,早,,2.7
M3_0008,时 早,,2.8
M3_0009,导,,2.7
M3_0010,仲旱,,2.8
M3_0011,九旱,,2.8
M3_0012,等,,2.7
M3_0013,体气,,3.0
M3_0014,导,,2.9
M3_0015,导,,2.7
M3_0016,等,,2.9
M3_0017,若 昌,,2.8
M3_0018,尊,,2.6
M3_0019,等，,,2.9
M3_0020,早,,2.7
M3_0021,等,,2.7
M3_0022,\(d_{40}\),,2.8
M3_0023,等,,2.7
M3_0024,等,,2.7
M3_0025,导,,2.7
M3_0026,尊,,2.7
M3_0027,等,,2.7
M3_0028,吉,,2.7
M3_0029,寻 於,,2.8
M3_0030,早,,2.7
M3_0031,等,,2.7
M3_0032,昌,,2.7
M3_0033,大等,,2.7
M3_0034,一 胠,,2.9
M3_0035,寻,,2.7
M3_0036,等,,2.9
M3_0037,导,,2.7
M3_0038,哥,,2.7
M3_0039,仓旦,,2.8
M3_0040,旱,,2.7
M3_0041,旱,,2.7
M3_0042,四哥,,3.0
M3_0043,旱,,2.7
M3_0044,导,,3.0
M3_0045,正,,2.7
M3_0046,旱,,2.8
M3_0047,\(t\sin\theta\),,3.1
M3_0048,寻,,2.7
M3_0049,惟是,,2.8
M3_0050,卄,,2.7
M3_0051,等,,2.7
M3_0052,得,,2.6
M3_0053,大等,,2.8
M3_0054,早,,2.7
M3_0055,等,,2.7
M3_0056,等,,2.7
M3_0057,导,,2.7
M3_0058,导,,2.9
M3_0059,半 寻,,2.8
M3_0060,导,,2.7
M3_0061,仰 寻,,3.0
M3_0062,等,,2.7
M3_0063,竹 旦,,2.8
M3_0064,等,,2.6
M3_0065,尊,,2.7
M3_0066,古等,,2.7
M3_0067,导,,2.7
M3_0068,一 04,,2.8
M3_0069,奇,,2.9
M3_0070,得,,3.2
M3_0071,享,,3.0
M3_0072,甘,,2.8
M3_0073,廿四 廿五,,2.9
M3_0074,大旱,,2.8
M3_0075,诗,,2.8
M3_0076,徐卫,,2.8
M3_0077,先 导,,2.8
M3_0078,等,,2.7
M3_0079,卅号,,3.2
M3_0080,导,,2.6
M3_0081,寄,,2.7
M3_0082,7 等,,2.8
M3_0083,寺,,3.0
M3_0084,太旱,,2.7
M3_0085,导,,2.9
M3_0086,寺 公,,2.8
M3_0087,等,,2.5
M3_0088,等,,2.7
M3_0089,导,,2.7
M3_0090,寸 斑,,2.8
M3_0091,艾,,2.7
M3_0092,等,,2.7
M3_0093,导 从,,3.0
M3_0094,尊,,2.7
M3_0095,扬皇,,2.9
M3_0096,( ) (16),,3.0
M3_0097,等,,2.9
M3_0098,等,,2.7
M3_0099,等,,2.7
M3_0100,皇早,,2.7
M3_0101,尊,,2.7
M3_0102,尊,,2.7
M3_0103,等,,2.7
M3_0104,导,,2.7
M3_0105,李礼,,2.8
M3_0106,等,,2.9
M3_0107,等,,2.7
M3_0108,寺,,2.8
M3_0109,尊,,2.7
M3_0110,等,,2.9
M3_0111,洗 月,,2.8
M3_0112,导,,2.6
M3_0113,尊,,2.7
M3_0114,人景,,2.7
M3_0115,馮旦,,3.0
M3_0116,等,,2.9
M3_0117,仲旦,,2.8
M3_0118,旱,,2.7
M3_0119,弔是,,3.0
M3_0120,导,,2.6
M3_0121,焉,,2.7
M3_0122,烧旦,,2.9
M3_0123,尊,,2.7
M3_0124,才旱,,2.8
M3_0125,先 是,,2.8
M3_0126,刧旱,,3.0
M3_0127,导,,2.7
M3_0128,导,,2.7
M3_0129,巡旱,,2.7
M3_0130,等,,2.6
M3_0131,导,,2.9
M3_0132,等,,2.7
M3_0133,导,,2.5
M3_0134,伯 旱,,2.8
M3_0135,等,,2.7
M3_0136,地旱,,2.8
M3_0137,导,,2.9
