sample_id,pred,score,sec
M1_0000,源,0.15,0.0774
M1_0001,欺,0.9798,0.0624
M1_0002,来,0.6621,0.0639
M1_0003,八主,0.4907,0.0635
M1_0004,而,0.2843,0.063
M1_0005,事闲,0.4789,0.0603
M1_0006,工,0.2946,0.0634
M1_0007,也,0.9448,0.0683
M1_0008,道,0.9588,0.0861
M1_0009,成价,0.3086,0.0722
M1_0010,诸,0.9733,0.0653
M1_0011,官,0.6114,0.065
M1_0012,迎麻,0.5435,0.081
M1_0013,别,0.863,0.085
M1_0014,眉,0.6485,0.0602
M1_0015,正,0.8054,0.0595
M1_0016,時,0.9233,0.0635
M1_0017,修,0.9933,0.0629
M1_0018,摩,0.095,0.0613
M1_0019,义设,0.5826,0.059
M1_0020,德,0.9998,0.0622
M1_0021,是,0.5431,0.0629
M1_0022,数,0.5659,0.0654
M1_0023,判记,0.4087,0.063
M1_0024,来,0.307,0.0663
M1_0025,是,0.3927,0.0601
M1_0026,堂,0.3574,0.0701
M1_0027,庄,0.8953,0.06
M1_0028,天金,0.843,0.0665
M1_0029,根空,0.346,0.0704
M1_0030,学,0.4311,0.0594
M1_0031,竹除,0.3683,0.0614
M1_0032,歲,0.8497,0.0646
M1_0033,外,0.9683,0.0762
M1_0034,等,0.7975,0.0645
M1_0035,天,0.2932,0.0589
M1_0036,丕,0.7719,0.0579
M1_0037,厥,0.1653,0.0618
M1_0038,七麻,0.7295,0.062
M1_0039,群,0.9793,0.0698
M1_0040,收砸,0.9581,0.0635
M1_0041,为毛,0.6772,0.0604
M1_0042,麻,0.9952,0.062
M1_0043,施,0.9982,0.0687
M1_0044,平,0.6941,0.0614
M1_0045,寸硬,0.4499,0.072
M1_0046,事,0.9892,0.0576
M1_0047,手,0.7498,0.0625
M1_0048,我奇,0.7355,0.0638
M1_0049,中,0.9987,0.0682
M1_0050,秋,0.2814,0.0613
M1_0051,,0.0,0.0641
M1_0052,之,0.9946,0.0616
M1_0053,達,0.6545,0.0653
M1_0054,庫,0.937,0.0627
M1_0055,空,0.9828,0.0656
M1_0056,,0.0,0.0674
M1_0057,者,0.3291,0.0618
M1_0058,驭决,0.606,0.057
M1_0059,最,0.998,0.0626
M1_0060,斧,0.2827,0.0645
M1_0061,代,0.2556,0.0603
M1_0062,其,0.7562,0.0643
M1_0063,事,0.9741,0.0618
M1_0064,我事,0.464,0.0657
M1_0065,多,0.9902,0.075
M1_0066,初年,0.2718,0.0993
M1_0067,武,0.4838,0.0744
M1_0068,忌诀,0.3583,0.0963
M1_0069,孜,0.1337,0.1159
M1_0070,立,0.2024,0.0824
M1_0071,侯,0.3461,0.0625
M1_0072,真,0.7135,0.0637
M1_0073,弘陷,0.4664,0.0659
M1_0074,命府,0.4515,0.0623
M1_0075,动,0.2496,0.0667
M1_0076,#,0.7647,0.0614
M1_0077,但,0.1903,0.0586
M1_0078,每,0.4249,0.0598
M1_0079,共,0.2788,0.0654
M1_0080,差,0.9652,0.0632
M1_0081,中内,0.857,0.066
M1_0082,玉,0.7077,0.0773
M1_0083,,0.0,0.0636
M1_0084,可德,0.6779,0.0669
M1_0085,欺,0.9541,0.0814
M1_0086,,0.0,0.063
M1_0087,裡,0.195,0.0584
M1_0088,青,0.3567,0.0584
M1_0089,垂,0.3184,0.0603
M1_0090,非,0.6196,0.0629
M1_0091,世,0.8657,0.0643
M1_0092,打助,0.5587,0.0649
M1_0093,之,0.9994,0.0591
M1_0094,仲,0.2301,0.0611
M1_0095,仍,0.7378,0.0626
M1_0096,2,0.3574,0.0618
M1_0097,,0.0,0.0652
M1_0098,入,0.842,0.0615
M1_0099,特,0.9997,0.0624
M1_0100,役,0.9447,0.0644
M1_0101,白,0.4661,0.062
M1_0102,自,0.3297,0.0594
M1_0103,憾,0.9751,0.0652
M1_0104,泥,0.0915,0.0559
M1_0105,拉,0.7582,0.0625
M1_0106,,0.0,0.061
M1_0107,共,0.8604,0.065
M1_0108,渴,0.4631,0.0598
M1_0109,生,0.3855,0.0641
M1_0110,王,0.4633,0.059
M1_0111,大府,0.5773,0.0621
M1_0112,何音,0.4936,0.072
M1_0113,魂,0.6315,0.0726
M1_0114,伐奇,0.6827,0.0653
M1_0115,鄭,0.2949,0.0628
M1_0116,来,0.5614,0.059
M1_0117,役,0.9231,0.0625
M1_0118,古,0.2778,0.0651
M1_0119,油旦,0.5441,0.065
M1_0120,毛,0.6039,0.0654
M1_0121,底,0.2689,0.1688
M1_0122,田代,0.498,0.208
M1_0123,之,0.9957,0.0597
M1_0124,丁,0.3625,0.0529
M1_0125,中,0.9989,0.0537
