sample_id,pred,score,sec
M3_0000,寻,0.3029,0.1313
M3_0001,寻,0.6739,0.0946
M3_0002,等,0.249,0.109
M3_0003,鲁,0.1735,0.0832
M3_0004,李,0.2012,0.0828
M3_0005,导,0.2917,0.0822
M3_0006,\frac{}{}$,0.7607,0.0861
M3_0007,旱,0.167,0.0963
M3_0008,时,0.3571,0.0923
M3_0009,导,0.464,0.0874
M3_0010,中,0.8139,0.0884
M3_0011,fa{,0.5043,0.0861
M3_0012,景,0.1391,0.0834
M3_0013,体,0.8132,0.0812
M3_0014,寻,0.4413,0.0801
M3_0015,寻,0.4575,0.0833
M3_0016,等,0.5086,0.0841
M3_0017,营,0.1484,0.0885
M3_0018,寻,0.3089,0.0824
M3_0019,,0.0,0.0823
M3_0020,是,0.2854,0.0772
M3_0021,寻,0.3257,0.1185
M3_0022,寻,0.2855,0.0847
M3_0023,等,0.4933,0.0954
M3_0024,等,0.319,0.1171
M3_0025,导,0.3445,0.1304
M3_0026,\,0.1776,0.0786
M3_0027,学,0.1344,0.0963
M3_0028,,0.0,0.0792
M3_0029,寻,0.4688,0.0924
M3_0030,,0.0,0.0892
M3_0031,等,0.4673,0.0793
M3_0032,寻,0.6028,0.0659
M3_0033,尊,0.1238,0.1139
M3_0034,膝,0.1431,0.0838
M3_0035,寻,0.8122,0.1046
M3_0036,等,0.8457,0.0802
M3_0037,\,0.1318,0.0919
M3_0038,尊,0.2097,0.0639
M3_0039,尽旦,0.5026,0.0738
M3_0040,享,0.1317,0.0769
M3_0041,\frac}{}$,0.7532,0.0742
M3_0042,哥,0.6755,0.101
M3_0043,早,0.3338,0.0766
M3_0044,寻,0.8079,0.0695
M3_0045,主,0.2506,0.0815
M3_0046,\a,0.5957,0.1114
M3_0047,享,0.0644,0.0925
M3_0048,享,0.1514,0.0866
M3_0049,但,0.2276,0.1639
M3_0050,斗,0.6124,0.1775
M3_0051,等,0.7738,0.0733
M3_0052,,0.0,0.1065
M3_0053,\,0.3311,0.0725
M3_0054,等,0.7823,0.0763
M3_0055,等,0.1539,0.093
M3_0056,\fra{}{}$,0.6225,0.1205
M3_0057,寻,0.6722,0.1134
M3_0058,导,0.4431,0.084
M3_0059,干等,0.5417,0.0845
M3_0060,导,0.3646,0.0863
M3_0061,即,0.0725,0.0753
M3_0062,寻,0.4338,0.1015
M3_0063,好,0.3012,0.0978
M3_0064,\f,0.5809,0.0848
M3_0065,导,0.1975,0.1052
M3_0066,享,0.2441,0.0808
M3_0067,导,0.2295,0.0863
M3_0068,\,0.4957,0.1224
M3_0069,号,0.2642,0.0913
M3_0070,等,0.1128,0.0891
M3_0071,享,0.5323,0.0974
M3_0072,商,0.232,0.1129
M3_0073,,0.0,0.1095
M3_0074,保,0.0578,0.1006
M3_0075,等,0.4253,0.1074
M3_0076,徐,0.1246,0.1585
M3_0077,写,0.1011,0.1041
M3_0078,寻,0.1997,0.0835
M3_0079,\frac{$,0.5507,0.0788
M3_0080,早,0.2431,0.0817
M3_0081,哥,0.3053,0.0766
M3_0082,$\frac{}{}$,0.637,0.0842
M3_0083,等,0.9601,0.081
M3_0084,,0.0,0.0826
M3_0085,尊,0.1471,0.1008
M3_0086,香,0.0438,0.0977
