sample_id,pred,score,sec
M1_0000,,0.0,0.1516
M1_0001,取,0.1034,0.1124
M1_0002,朱,0.3417,0.0964
M1_0003,主,0.3209,0.0907
M1_0004,F,0.1183,0.0853
M1_0005,图,0.0487,0.0833
M1_0006,性工,0.3077,0.1057
M1_0007,,0.0,0.103
M1_0008,道,0.0898,0.0895
M1_0009,张,0.0501,0.0844
M1_0010,诸,0.9759,0.0864
M1_0011,管,0.086,0.0828
M1_0012,咖,0.6253,0.091
M1_0013,圆,0.0345,0.0792
M1_0014,着,0.5866,0.096
M1_0015,正,0.7721,0.0863
M1_0016,特,0.4804,0.1047
M1_0017,修,0.7905,0.0895
M1_0018,察,0.6509,0.0995
M1_0019,丑童a,0.3832,0.0895
M1_0020,德,0.612,0.0922
M1_0021,学,0.2331,0.1168
M1_0022,故,0.0817,0.155
M1_0023,R记,0.0892,0.1145
M1_0024,策,0.1868,0.0953
M1_0025,等,0.2336,0.0912
M1_0026,堂,0.8157,0.0821
M1_0027,本,0.7594,0.1147
M1_0028,茶,0.2114,0.093
M1_0029,晨,0.112,0.0939
M1_0030,\,0.0388,0.0759
M1_0031,徐,0.8533,0.1027
M1_0032,歲,0.6616,0.0912
M1_0033,稀,0.0838,0.1325
M1_0034,等,0.8385,0.0987
M1_0035,不,0.2261,0.0796
M1_0036,不,0.2258,0.0907
M1_0037,底,0.2312,0.0915
M1_0038,麻,0.9569,0.0753
M1_0039,群,0.8187,0.0997
M1_0040,秘猫,0.0579,0.0837
M1_0041,金,0.0581,0.1154
M1_0042,麻,0.9953,0.1174
M1_0043,施,0.9713,0.128
M1_0044,正,0.1775,0.1255
M1_0045,,0.0,0.0826
M1_0046,等,0.3798,0.134
M1_0047,是,0.0852,0.1266
M1_0048,等,0.1358,0.0805
M1_0049,中,0.8667,0.095
M1_0050,获,0.4323,0.0969
M1_0051,新,0.8047,0.1017
M1_0052,之,0.977,0.1097
M1_0053,達,0.7195,0.1093
M1_0054,库,0.2943,0.1124
M1_0055,空,0.2079,0.0996
M1_0056,金,0.3888,0.1052
M1_0057,青,0.5991,0.109
M1_0058,聚,0.266,0.127
M1_0059,最,0.9991,0.1271
M1_0060,奔,0.0989,0.1266
M1_0061,,0.0,0.1186
M1_0062,身,0.1221,0.1118
M1_0063,事,0.9621,0.1221
M1_0064,型,0.1746,0.1335
M1_0065,多,0.9522,0.1349
M1_0066,D,0.4415,0.1041
M1_0067,,0.0,0.1168
M1_0068,总,0.1079,0.1521
M1_0069,,0.0,0.1652
M1_0070,\,0.2336,0.1175
M1_0071,武,0.0773,0.1071
M1_0072,真,0.3649,0.0844
M1_0073,2,0.6851,0.079
M1_0074,创,0.0347,0.1215
M1_0075,初,0.0667,0.2134
M1_0076,景,0.3639,0.1342
M1_0077,\,0.215,0.1179
M1_0078,每,0.1814,0.0876
M1_0079,兼,0.1003,0.0989
M1_0080,差,0.9418,0.136
M1_0081,中国,0.7574,0.1054
M1_0082,宝,0.2037,0.0867
M1_0083,押,0.1445,0.0658
M1_0084,德,0.9673,0.0766
M1_0085,欺,0.2704,0.0841
M1_0086,席南,0.2219,0.0894
M1_0087,视,0.349,0.1463
M1_0088,香,0.0404,0.0731
M1_0089,董,0.1881,0.1162
M1_0090,非,0.6416,0.1439
M1_0091,世,0.8316,0.096
M1_0092,B,0.0912,0.1012
M1_0093,之,0.9047,0.0934
M1_0094,,0.0,0.0813
M1_0095,初,0.4198,0.0869
M1_0096,发,0.3688,0.0926
M1_0097,时,0.2523,0.0849
M1_0098,入桶,0.163,0.0983
M1_0099,特,0.9959,0.0995
M1_0100,,0.0,0.0896
M1_0101,坚,0.2496,0.0935
M1_0102,宜,0.0603,0.1052
M1_0103,烟,0.4334,0.1004
M1_0104,洗,0.3385,0.1073
M1_0105,H,0.1271,0.1002
M1_0106,,0.0,0.0964
M1_0107,芳,0.4598,0.1636
M1_0108,周,0.1283,0.1387
M1_0109,生,0.0724,0.1035
M1_0110,他主,0.2508,0.1259
M1_0111,寿,0.4167,0.0825
M1_0112,傅,0.1207,0.0987
M1_0113,馆,0.2386,0.112
M1_0114,化,0.4676,0.0846
M1_0115,等,0.0623,0.0773
M1_0116,朱,0.5262,0.0806
M1_0117,徒,0.1377,0.0889
M1_0118,右,0.1748,0.0862
M1_0119,B,0.0437,0.0921
M1_0120,,0.0,0.0777
M1_0121,陈,0.0649,0.0705
M1_0122,,0.0,0.0907
M1_0123,A,0.244,0.0861
M1_0124,\fra,0.6528,0.0993
M1_0125,中,0.5066,0.1049
M1_0126,愁,0.2866,0.0913
M1_0127,菌,0.4184,0.091
M1_0128,等,0.1084,0.0891
M1_0129,2,0.061,0.1059
M1_0130,重c,0.7294,0.094
M1_0131,,0.0,0.1143
M1_0132,燕,0.1213,0.2119
M1_0133,2,0.0439,0.1705
M1_0134,徐,0.0838,0.1215
M1_0135,青,0.2369,0.126
M1_0136,8,0.1202,0.1438
M1_0137,恩,0.8969,0.1284
M1_0138,\,0.1128,0.0938
M1_0139,符专,0.3763,0.1152
M1_0140,,0.0,0.134
M1_0141,码,0.0574,0.1084
M1_0142,海,0.0452,0.1212
M1_0143,量,0.1261,0.1286
M1_0144,求,0.1992,0.0858
M1_0145,连,0.3709,0.0983
M1_0146,\,0.1026,0.094
M1_0147,品,0.0427,0.0976
M1_0148,支ac,0.543,0.1148
M1_0149,$,0.0629,0.0983
M1_0150,海,0.0257,0.1011
M1_0151,未,0.2384,0.0958
M1_0152,,0.0,0.1007
M1_0153,餐,0.0797,0.1568
M1_0154,束,0.31,0.1304
M1_0155,子,0.5268,0.1445
M1_0156,共,0.1264,0.1161
M1_0157,2,0.0859,0.1185
M1_0158,,0.0,0.103
M1_0159,等,0.2102,0.1019
M1_0160,也,0.2836,0.1531
M1_0161,年,0.9858,0.1163
M1_0162,特,0.9915,0.1205
M1_0163,联,0.0863,0.1425
M1_0164,楚,0.3173,0.1258
M1_0165,虚,0.2119,0.149
M1_0166,容,0.0787,0.1221
M1_0167,湖,0.0619,0.1349
M1_0168,,0.0,0.0928
M1_0169,星,0.9926,0.1447
M1_0170,景,0.1609,0.1527
M1_0171,割,0.0524,0.0812
M1_0172,风,0.041,0.109
M1_0173,深,0.0473,0.0955
M1_0174,李,0.1343,0.1234
M1_0175,,0.0,0.1148
M1_0176,体,0.7194,0.1189
M1_0177,自,0.3852,0.1044
M1_0178,元,0.8739,0.1337
M1_0179,$去\fra{}{ }$,0.61,0.1555
M1_0180,学,0.256,0.1132
M1_0181,,0.0,0.1009
M1_0182,$,0.1245,0.1211
M1_0183,\,0.4307,0.1349
M1_0184,,0.0,0.0958
M1_0185,2,0.0467,0.1092
M1_0186,色,0.1089,0.1042
M1_0187,麻,0.0941,0.1038
M1_0188,华,0.0458,0.1206
M1_0189,等,0.1922,0.1064
M1_0190,检,0.0353,0.0976
M1_0191,悠悠,0.178,0.104
M1_0192,时,0.0721,0.1063
M1_0193,诸,0.3086,0.1002
M1_0194,第,0.5877,0.105
M1_0195,歌,0.2766,0.1421
M1_0196,米,0.1731,0.1592
M1_0197,宰,0.1483,0.1052
M1_0198,命,0.3402,0.0995
M1_0199,欺,0.1207,0.1181
M1_0200,碎,0.2907,0.1366
M1_0201,重,0.1253,0.1049
M1_0202,禁,0.1482,0.0961
M1_0203,客,0.6996,0.1339
M1_0204,金,0.4286,0.1717
M1_0205,,0.0,0.0964
M1_0206,意,0.8328,0.1042
M1_0207,深、,0.4433,0.1134
M1_0208,各,0.3905,0.1321
M1_0209,,0.0,0.1007
M1_0210,朱,0.8529,0.1081
M1_0211,因器,0.0871,0.1028
M1_0212,印年,0.5517,0.1259
M1_0213,总,0.2691,0.1184
M1_0214,翁,0.6902,0.1034
M1_0215,敦,0.506,0.0956
M1_0216,主,0.1745,0.1078
M1_0217,答,0.0713,0.0945
M1_0218,庄,0.8536,0.1107
M1_0219,际道,0.1663,0.085
M1_0220,尼,0.7508,0.1266
M1_0221,惠,0.2956,0.0921
M1_0222,事,0.1693,0.1307
M1_0223,喜,0.075,0.1434
M1_0224,童,0.6966,0.1185
M1_0225,特,0.9764,0.1151
M1_0226,李,0.1609,0.1124
M1_0227,冲倍,0.2155,0.101
M1_0228,本,0.3625,0.15
M1_0229,李,0.2656,0.1407
M1_0230,,0.0,0.1835
M1_0231,\ra{{}$,0.6398,0.1005
M1_0232,,0.0,0.0894
M1_0233,,0.0,0.1029
M1_0234,,0.0,0.0833
M1_0235,運,0.3836,0.1262
M1_0236,麻,0.6872,0.1305
M1_0237,钢,0.0577,0.1152
M1_0238,也,0.1166,0.0886
M1_0239,深,0.2097,0.1119
M1_0240,故,0.2088,0.0892
M1_0241,,0.0,0.095
M1_0242,生,0.7661,0.0965
M1_0243,组,0.2152,0.0969
M1_0244,低德,0.3103,0.0974
M1_0245,茶,0.2108,0.1257
M1_0246,主,0.331,0.105
M1_0247,我,0.1452,0.0911
M1_0248,天,0.1817,0.1121
M1_0249,色,0.3698,0.0759
M1_0250,全,0.3754,0.1079
M1_0251,,0.0,0.0947
M1_0252,爱,0.2056,0.1312
M1_0253,有,0.4786,0.1255
M1_0254,永,0.1229,0.1078
M1_0255,各,0.1879,0.0958
M1_0256,、向本,0.3694,0.1107
M1_0257,十,0.312,0.1455
M1_0258,任,0.3172,0.1319
M1_0259,阿,0.4302,0.1336
M1_0260,国,0.0822,0.1181
M1_0261,浪,0.9094,0.1493
M1_0262,俗,0.1315,0.1168
M1_0263,宾,0.9488,0.1212
M1_0264,具,0.2799,0.1207
M1_0265,件,0.3212,0.145
M1_0266,未,0.4941,0.119
M1_0267,、李ac,0.7226,0.1286
M1_0268,生,0.9622,0.0903
M1_0269,,0.0,0.1024
M1_0270,牛朱,0.5099,0.1244
M1_0271,紫,0.2136,0.1298
M1_0272,,0.0,0.104
M1_0273,生,0.0581,0.1469
M1_0274,之,0.1144,0.0994
M1_0275,朱,0.7268,0.1241
M1_0276,礼,0.8486,0.1104
M1_0277,朱,0.7749,0.1261
M1_0278,王德,0.7185,0.12
M1_0279,不愿,0.2727,0.1057
M1_0280,有,0.1225,0.163
M1_0281,自,0.0651,0.1328
M1_0282,仪陶,0.291,0.2001
M1_0283,蜂,0.8219,0.1075
M1_0284,施,0.0824,0.1191
M1_0285,開,0.4719,0.1534
M1_0286,,0.0,0.1526
M1_0287,于音,0.3237,0.1421
M1_0288,靖,0.1478,0.1159
M1_0289,A,0.0256,0.1359
M1_0290,签,0.1916,0.1302
M1_0291,朱,0.2434,0.1197
M1_0292,里,0.0662,0.1614
