sample_id,pred,score,sec
M2_0000,嘉,,3.1
M2_0001,閻,,3.1
M2_0002,余 孙,,3.0
M2_0003,幼季,,3.0
M2_0004,誼,,2.9
M2_0005,辉 百,,2.8
M2_0006,命,,2.7
M2_0007,\(1\frac{1}{2}\)  \(\frac{1}{2}\),,3.7
M2_0008,等,,2.7
M2_0009,是 你,,3.1
M2_0010,艾 民,,2.8
M2_0011,乙 活,,2.8
M2_0012,金,,2.7
M2_0013,齋,,2.9
M2_0014,等,,2.7
M2_0015,何,,2.8
M2_0016,内う,,2.7
M2_0017,幸,,2.7
M2_0018,寺,,2.8
M2_0019,乙 宅,,3.0
M2_0020,欺,,2.8
M2_0021,嗟,,2.7
M2_0022,彼,,2.7
M2_0023,虎,,2.7
M2_0024,公 公,,2.9
M2_0025,歆,,2.9
M2_0026,なるで,,2.8
M2_0027,何答,,2.8
M2_0028,山陵,,2.7
M2_0029,款 折,,2.8
M2_0030,一,,3.0
M2_0031,寺 否,,2.8
M2_0032,度,,2.7
M2_0033,志,,2.8
M2_0034,冬,,3.3
M2_0035,真,,3.3
M2_0036,至,,2.8
M2_0037,茂德,,2.9
M2_0038,双,,2.8
M2_0039,艾程,,2.7
M2_0040,命,,3.0
M2_0041,耐 知,,3.0
M2_0042,例 D,,2.9
M2_0043,对 对 对,,3.0
M2_0044,笺,,2.9
M2_0045,众 沛,,2.9
M2_0046,慈悲,,2.9
M2_0047,巳 巳,,3.1
M2_0048,福,,2.7
M2_0049,奇,,2.9
M2_0050,施,,3.0
M2_0051,搖,,2.8
M2_0052,共,,2.7
M2_0053,常,,3.0
M2_0054,话 公,,2.9
M2_0055,议 n吧,,3.2
M2_0056,悉,,3.6
M2_0057,李 人,,4.4
M2_0058,事,,3.0
M2_0059,至,,2.7
M2_0060,接,,2.9
M2_0061,等,,2.7
M2_0062,鉴,,2.8
M2_0063,等,,2.8
M2_0064,一古,,3.2
M2_0065,珎,,4.0
M2_0066,庙,,3.5
M2_0067,俺,,2.7
M2_0068,南,,2.8
M2_0069,イイイイイイイ,,2.9
M2_0070,△ \(1\overrightarrow{x}\),,3.1
M2_0071,把 筵,,2.8
M2_0072,高,,2.7
M2_0073,前,,2.7
M2_0074,宅,,2.7
M2_0075,妙法,,2.7
M2_0076,甲 乙,,3.0
M2_0077,筆,,2.8
M2_0078,筆,,2.8
M2_0079,设,,2.7
