sample_id,pred,score,sec
M4_00,初代司署瑪先罘安尊君奴固尋先罘遺棟,,10.1
M4_01,翁聖君生深於域歌此一支那吳石即重掌,,8.9
M4_02,閉 愧 事 与 走 朱 塊 几 好 女 欺 等 咎 旦 裁 巴 守 相 時 臣,,10.4
M4_03,真瑰獠逢共扛罘麻烟胎算至在計事衣齋,,6.9
M4_04,麻協堀共移 靑興爰群 莊麻叫 諸衍主 登重禦 策此為 功,,8.0
M4_05,運 靜 如 除 奇 異 識 誠 生 居 虎 扶 勑 如 至 鼻 代 扶 外 午 居 天下,,10.5
M4_06,下蠻時蠻除奉行主本麻補事對然双靑鬼体,,7.0
M4_07,姬皇意倘几不牽共 科命為應主支 秋文時妃皇 意共邁,,4.1
M4_08,門舊尊多佇棗在打眾同 及者尊真也犯沒眾重在 已稱,,3.9
M4_09,戰旦庵意鎮埋潛体尋拏盜弓也先等必罷而牢歌,,5.1
M4_10,弄陀 楚時 尋宜 沒 公欺 的 宰 丕 此 商 德 主 爾 訓 沛 走 鬼 色 妻 生,,8.9
M4_11,沛風波沉 竈歇老 邁艫 將漂 無 濫奴 濫 真 時 庄 塊 鍾 几,,4.8
M4_12,書色所從略 庇庇庶翁皇 挑簪琨旦共 保浪世祗共,,4.0
M4_13,等補生朱於喬其本適竇女加丐翁來生縮朱捕尾真論,,4.0
M4_14,哈補每事世間麻燒白苕四旱廟代旦欺梨園色趨天堂,,7.4
M4_15,磊隼折 之仍麻翁 至安移 干庄 朱叫 麻旱 烊於 賒征,,7.5
M4_16,時語畢筆風中晚攤真是連席御每沚竈垣濼几佇伎,,10.3
M4_17,皇太子明各葉凜退湧 包除明時啟桃 澆丕固欺葉,,9.7
M4_18,驛婁沛困隂 庶翁宋碑 仕寄 時問朱 羿滯困 連歇仕 沛,,7.9
M4_19,醜尋共生時 麻旱拮壳 共哭吹燒 脾為末 吒灵魂 命斷旱 畧,,8.3
