sample_id,pred,score,sec
M3_0000,等,0.2474,0.1052
M3_0001,寻,0.356,0.0661
M3_0002,,0.0,0.1014
M3_0003,可,0.9126,0.0804
M3_0004,今导,0.6105,0.0709
M3_0005,导,0.3662,0.0651
M3_0006,學,0.1245,0.0715
M3_0007,导,0.4578,0.0751
M3_0008,号,0.9309,0.0782
M3_0009,寻,0.8347,0.0715
M3_0010,俄旱,0.338,0.0641
M3_0011,发导,0.6169,0.0658
M3_0012,香,0.4209,0.0705
M3_0013,体,0.6169,0.0686
M3_0014,导,0.3629,0.0938
M3_0015,等,0.5956,0.0729
M3_0016,导,0.4298,0.0659
M3_0017,龙豆,0.342,0.0691
M3_0018,下寻,0.6764,0.0671
M3_0019,9身,0.1525,0.0643
M3_0020,知喜,0.3108,0.0643
M3_0021,等,0.937,0.0727
M3_0022,号,0.3329,0.083
M3_0023,导,0.9632,0.0762
M3_0024,等,0.2708,0.073
M3_0025,导,0.5575,0.0706
M3_0026,大客,0.1565,0.0739
M3_0027,成导,0.4005,0.0784
M3_0028,是,0.2064,0.0714
M3_0029,予众,0.1963,0.0805
M3_0030,旱,0.0698,0.12
M3_0031,寻,0.4939,0.0867
M3_0032,导,0.6014,0.0775
M3_0033,大尊,0.4681,0.0724
M3_0034,話,0.1247,0.0613
M3_0035,寻,0.6186,0.067
M3_0036,等公,0.4816,0.0741
M3_0037,如果,0.8633,0.0805
M3_0038,导,0.3386,0.078
M3_0039,代旦,0.5112,0.0652
M3_0040,导,0.2733,0.069
M3_0041,导,0.8531,0.0744
M3_0042,昌,0.521,0.0726
M3_0043,是,0.1443,0.0667
M3_0044,寻,0.4046,0.0638
M3_0045,正,0.6049,0.0721
M3_0046,畢,0.2336,0.0741
M3_0047,等,0.1587,0.0718
M3_0048,寻,0.2722,0.0757
M3_0049,地影,0.2462,0.0719
M3_0050,斗,0.2002,0.0688
M3_0051,导,0.4837,0.061
M3_0052,导,0.7822,0.0639
M3_0053,抄导,0.626,0.071
M3_0054,心寡,0.7957,0.074
M3_0055,等,0.685,0.0644
M3_0056,号,0.099,0.066
M3_0057,寻,0.4922,0.0658
M3_0058,等,0.3631,0.0687
M3_0059,不等,0.6673,0.0697
M3_0060,导,0.2925,0.0851
M3_0061,知事,0.3821,0.0679
M3_0062,景,0.2707,0.0682
M3_0063,鱼,0.1486,0.0757
M3_0064,导,0.6576,0.069
M3_0065,导,0.51,0.0706
M3_0066,有导,0.7018,0.0687
M3_0067,,0.0,0.0828
M3_0068,导,0.769,0.0787
M3_0069,#,0.0815,0.0932
M3_0070,尋率,0.3235,0.0817
M3_0071,導,0.3503,0.0982
M3_0072,畜,0.1347,0.0789
M3_0073,数卿,0.5702,0.0886
M3_0074,风旱,0.2514,0.0891
M3_0075,善,0.2829,0.0832
M3_0076,除史,0.2114,0.0752
M3_0077,厚,0.4129,0.065
M3_0078,寻,0.3313,0.0686
M3_0079,他喜,0.5337,0.066
M3_0080,身,0.46,0.0723
M3_0081,哥,0.4546,0.0901
M3_0082,1,0.1999,0.0787
M3_0083,等,0.2215,0.0694
M3_0084,试导,0.7252,0.0691
M3_0085,生导,0.6795,0.0698
M3_0086,寄か,0.2847,0.0683
M3_0087,导,0.257,0.0924
M3_0088,等,0.177,0.0672
M3_0089,导,0.7315,0.0658
M3_0090,丁威,0.1987,0.0773
M3_0091,好,0.1351,0.0737
M3_0092,雪,0.1544,0.0693
M3_0093,导从,0.4891,0.0875
M3_0094,守,0.273,0.1095
M3_0095,物导,0.7379,0.1482
M3_0096,126,0.228,0.0728
M3_0097,故得,0.5468,0.1155
M3_0098,中學,0.3506,0.1916
M3_0099,割,0.7944,0.169
M3_0100,旱,0.2436,0.0752
M3_0101,从导,0.1955,0.0601
M3_0102,导,0.934,0.0643
M3_0103,新,0.5691,0.064
M3_0104,哥,0.5942,0.0728
M3_0105,生,0.3951,0.1066
M3_0106,等,0.4108,0.0678
M3_0107,哥,0.5183,0.0731
M3_0108,导,0.9721,0.0661
M3_0109,导,0.9493,0.0698
M3_0110,星,0.1069,0.065
M3_0111,兒,0.2179,0.064
M3_0112,寻,0.9118,0.067
M3_0113,导,0.8084,0.0698
M3_0114,心畏,0.293,0.0677
M3_0115,净湿,0.3315,0.0755
M3_0116,等,0.6201,0.0744
M3_0117,物显,0.4017,0.0638
M3_0118,如导,0.5251,0.0635
M3_0119,驾三,0.521,0.0607
M3_0120,导,0.7739,0.0653
M3_0121,言,0.1642,0.0885
M3_0122,烧,0.4016,0.0711
M3_0123,哥,0.3515,0.0659
M3_0124,外三,0.188,0.0605
M3_0125,度三,0.6033,0.0613
M3_0126,故旱,0.5452,0.0659
M3_0127,导,0.9308,0.0637
M3_0128,事,0.4693,0.0649
M3_0129,與等,0.2699,0.0589
M3_0130,导,0.3268,0.0623
M3_0131,导,0.4408,0.0657
M3_0132,導,0.5183,0.0742
M3_0133,哥,0.6654,0.089
M3_0134,陷导,0.7865,0.0852
M3_0135,,0.0,0.0802
M3_0136,粒导,0.1845,0.0689
M3_0137,家,0.243,0.074
M3_0138,导,0.635,0.0761
M3_0139,星,0.8096,0.0801
M3_0140,秀森,0.182,0.082
M3_0141,尊,0.372,0.0929
M3_0142,明寻,0.571,0.1104
M3_0143,木导,0.5081,0.0819
M3_0144,寧,0.3265,0.0786
M3_0145,A等,0.2081,0.097
M3_0146,1,0.9319,0.0803
M3_0147,对导,0.5942,0.0737
M3_0148,量,0.2279,0.0787
M3_0149,导,0.5493,0.0946
M3_0150,旱,0.5449,0.077
M3_0151,哥动,0.1815,0.0846
M3_0152,寻,0.4941,0.0874
M3_0153,得,0.2525,0.2322
M3_0154,导,0.8709,0.1922
M3_0155,等,0.7493,0.14
M3_0156,门以,0.2673,0.1944
M3_0157,等,0.3051,0.0811
M3_0158,,0.0,0.0639
M3_0159,寻,0.3244,0.2065
M3_0160,今星,0.6391,0.1929
M3_0161,U,0.1353,0.1469
M3_0162,成导,0.3056,0.0938
M3_0163,何,0.2675,0.1672
M3_0164,亭,0.2648,1.2959
M3_0165,等,0.8211,0.4587
M3_0166,微导,0.6864,0.0559
M3_0167,见厚,0.3475,0.0893
M3_0168,哥,0.964,0.0696
M3_0169,导,0.6534,0.4968
M3_0170,等：,0.7016,0.3486
M3_0171,景,0.8797,0.3637
M3_0172,景,0.2964,0.8617
M3_0173,熙翼,0.331,0.0712
M3_0174,享,0.1961,0.0518
M3_0175,太导,0.5351,0.0549
M3_0176,小吕,0.588,0.0722
M3_0177,写,0.312,0.0835
M3_0178,事,0.4088,0.0501
M3_0179,等,0.3006,0.1008
M3_0180,今喜,0.4659,0.3027
M3_0181,导,0.3768,0.1487
M3_0182,导,0.6981,0.0919
M3_0183,旱,0.6968,0.3806
M3_0184,导,0.9208,0.5999
M3_0185,旱,0.3251,0.1643
M3_0186,也,0.1475,0.0516
M3_0187,导,0.2873,0.151
M3_0188,就导,0.5047,0.0807
M3_0189,导,0.3738,0.1133
M3_0190,尼导,0.7178,0.1533
M3_0191,似豆,0.2995,0.0682
M3_0192,奶导,0.6362,0.06
M3_0193,4ち,0.2265,0.0636
M3_0194,等,0.7798,0.0564
M3_0195,州,0.2926,0.1482
M3_0196,寄,0.0896,0.1086
M3_0197,从导,0.481,0.1124
M3_0198,鼻,0.8357,0.1357
M3_0199,导,0.2227,0.1612
M3_0200,别,0.4808,0.0738
M3_0201,水容,0.2669,0.0859
M3_0202,导,0.7941,0.135
M3_0203,重,0.1642,0.1011
M3_0204,赞事,0.2049,0.0991
M3_0205,等,0.6183,0.1247
M3_0206,守,0.1803,0.1195
M3_0207,,0.0,0.1176
M3_0208,事,0.2815,0.1511
M3_0209,得,0.2004,0.1445
M3_0210,导,0.1963,0.137
M3_0211,三,0.9644,0.2045
M3_0212,5,0.1167,0.1982
M3_0213,景,0.5692,0.1245
M3_0214,导,0.2834,0.1873
M3_0215,事去,0.311,0.0858
M3_0216,导,0.9204,0.099
M3_0217,导,0.4389,0.1074
M3_0218,#,0.519,0.0867
M3_0219,手认,0.4399,0.1346
M3_0220,何号,0.7125,0.0858
M3_0221,导,0.532,0.091
M3_0222,,0.0,0.1159
M3_0223,,0.0,0.0721
M3_0224,导,0.5192,0.0956
M3_0225,尊,0.3975,0.0574
M3_0226,也导,0.6306,0.0829
M3_0227,导,0.7135,0.135
M3_0228,例导,0.9596,0.0972
M3_0229,公等,0.3795,0.1017
M3_0230,导,0.8158,0.1421
M3_0231,周,0.1624,0.1613
M3_0232,导,0.8606,0.0922
M3_0233,徵立,0.3898,0.0771
M3_0234,,0.0,0.1392
M3_0235,学,0.1438,0.1033
M3_0236,等,0.3048,0.0974
M3_0237,2,0.2036,0.1629
M3_0238,丁三,0.5473,0.1519
M3_0239,國,0.2317,0.1044
M3_0240,早,0.2339,0.1003
M3_0241,寻,0.3963,0.1035
M3_0242,导,0.3877,0.0919
M3_0243,,0.0,0.1282
M3_0244,景,0.7557,0.1271
M3_0245,导,0.9595,0.0811
M3_0246,答,0.5662,0.1043
M3_0247,臨,0.2675,0.1793
M3_0248,哥,0.5896,0.0834
M3_0249,尊,0.2346,0.1967
M3_0250,服导,0.5215,0.1296
M3_0251,景,0.4864,0.0839
M3_0252,尊,0.7153,0.1313
M3_0253,哥,0.4893,0.0763
M3_0254,等,0.26,0.076
M3_0255,哥,0.766,0.0917
M3_0256,,0.0,0.06
M3_0257,の旱,0.2254,0.0848
M3_0258,是,0.2983,0.1248
M3_0259,导,0.3209,0.0736
M3_0260,的导,0.5601,0.0783
M3_0261,弄,0.3347,0.1513
M3_0262,尊,0.655,0.111
M3_0263,导,0.5806,0.0748
M3_0264,7,0.618,0.0726
M3_0265,秀,0.6127,0.0738
M3_0266,导,0.714,0.1123
M3_0267,量,0.8902,0.0661
M3_0268,导,0.6203,0.0777
M3_0269,外寻,0.4497,0.0735
M3_0270,等,0.4496,0.0892
M3_0271,导,0.6992,0.0596
M3_0272,胡擎,0.2292,0.08
M3_0273,导,0.9523,0.0937
M3_0274,导,0.4887,0.1124
M3_0275,吸拾,0.2083,0.0856
M3_0276,寻,0.7844,0.0761
M3_0277,别,0.9435,0.1565
M3_0278,导,0.8925,0.0846
M3_0279,黑,0.2043,0.1135
M3_0280,寻,0.537,0.1072
M3_0281,寻,0.9592,0.0703
M3_0282,國,0.2206,0.0672
M3_0283,导,0.5329,0.0766
M3_0284,导,0.3396,0.0805
M3_0285,字,0.1776,0.0846
M3_0286,,0.0,0.0668
M3_0287,亘,0.626,0.0747
M3_0288,导,0.6284,0.1082
M3_0289,曰导,0.2195,0.0927
M3_0290,导,0.5544,0.088
M3_0291,导,0.9363,0.0897
M3_0292,等,0.7473,0.0774
M3_0293,4司,0.0908,0.077
M3_0294,字,0.3366,0.0773
M3_0295,心导,0.5895,0.088
M3_0296,旱,0.2846,0.0784
M3_0297,妙界,0.4354,0.0891
M3_0298,等,0.2275,0.1361
M3_0299,导,0.2028,0.0892
