sample_id,pred,score,sec
M3_0000,景,0.1962,0.143
M3_0001,寻,0.5235,0.1122
M3_0002,等,0.2749,0.1007
M3_0003,晋,0.1764,0.1074
M3_0004,等,0.0669,0.1116
M3_0005,景,0.242,0.1275
M3_0006,等f,0.6077,0.0911
M3_0007,导f,0.4251,0.1078
M3_0008,,0.0,0.1337
M3_0009,寻,0.5167,0.1707
M3_0010,中,0.1357,0.1923
M3_0011,学,0.2004,0.229
M3_0012,等,0.0528,0.2465
M3_0013,常,0.1123,0.1317
M3_0014,等,0.7467,0.1264
M3_0015,等,0.9597,0.1335
M3_0016,等,0.3329,0.1696
M3_0017,盒,0.231,0.1489
M3_0018,小哥,0.3887,0.1992
M3_0019,身,0.1431,0.1034
M3_0020,,0.0,0.0711
M3_0021,景,0.1376,0.1212
M3_0022,导,0.1903,0.1349
M3_0023,等,0.6097,0.1236
M3_0024,享,0.4254,0.0638
M3_0025,身,0.3202,0.1138
M3_0026,,0.0,0.1103
M3_0027,等,0.6351,0.1099
M3_0028,,0.0,0.1332
M3_0029,云,0.0611,0.1018
M3_0030,,0.0,0.1106
M3_0031,哥,0.1264,0.1231
M3_0032,导,0.4637,0.1241
M3_0033,尊,0.3227,0.1555
M3_0034,,0.0,0.1318
M3_0035,寻,0.9347,0.1149
M3_0036,等,0.4895,0.1139
M3_0037,,0.0,0.1269
M3_0038,等,0.2594,0.1054
M3_0039,尽,0.1307,0.1011
M3_0040,享,0.3185,0.1106
M3_0041,等,0.4009,0.1093
M3_0042,\fra},0.7604,0.1086
M3_0043,华,0.0409,0.103
M3_0044,寻,0.421,0.1027
M3_0045,正,0.7721,0.1114
M3_0046,寻,0.2868,0.115
M3_0047,,0.0,0.1524
M3_0048,得,0.1251,0.1127
M3_0049,,0.0,0.0912
M3_0050,年,0.0425,0.0964
M3_0051,导,0.239,0.1128
M3_0052,等,0.1512,0.1126
M3_0053,\,0.5918,0.1021
M3_0054,心,0.1705,0.0912
M3_0055,\,0.2666,0.0967
M3_0056,\a,0.4714,0.1249
M3_0057,景,0.5331,0.1503
M3_0058,导,0.1619,0.1252
M3_0059,书等,0.5006,0.0954
M3_0060,喜！,0.3529,0.0818
M3_0061,,0.0,0.0862
M3_0062,\,0.2333,0.099
M3_0063,好,0.03,0.1074
M3_0064,景,0.2024,0.1078
M3_0065,导,0.1277,0.1332
M3_0066,奇,0.1325,0.1573
M3_0067,等,0.1457,0.1361
M3_0068,\,0.239,0.0952
M3_0069,鲁,0.2795,0.1073
M3_0070,,0.0,0.1034
M3_0071,乳,0.1128,0.1155
M3_0072,有,0.0675,0.1806
M3_0073,\,0.0777,0.1172
M3_0074,字,0.1178,0.1729
M3_0075,等,0.5806,0.1143
M3_0076,除,0.1225,0.0839
M3_0077,代尊,0.2275,0.0973
M3_0078,是,0.1504,0.0906
M3_0079,,0.0,0.1047
M3_0080,导,0.075,0.1017
M3_0081,哥,0.2677,0.0853
M3_0082,\f,0.5448,0.1209
M3_0083,等,0.8863,0.0859
M3_0084,长,0.1333,0.1338
M3_0085,\f$,0.5581,0.0667
M3_0086,有,0.0348,0.0669
M3_0087,学,0.1247,0.064
M3_0088,等,0.3325,0.0685
M3_0089,\,0.5759,0.0643
M3_0090,我,0.0346,0.0719
M3_0091,爱,0.0457,0.0749
M3_0092,骨,0.1324,0.0647
M3_0093,导从,0.738,0.0752
M3_0094,哥,0.1272,0.0652
M3_0095,,0.0,0.0821
M3_0096,,0.0,0.0867
M3_0097,\a,0.328,0.082
M3_0098,中,0.0763,0.0755
M3_0099,割,0.1012,0.0874
M3_0100,字,0.1451,0.0676
M3_0101,等,0.4358,0.0665
M3_0102,等,0.1462,0.0659
M3_0103,等,0.2287,0.0804
M3_0104,皇,0.3372,0.0652
M3_0105,,0.0,0.0675
M3_0106,等,0.171,0.0723
M3_0107,哥,0.6576,0.0847
M3_0108,导,0.8264,0.0979
M3_0109,等,0.6371,0.1019
M3_0110,旱,0.0517,0.0723
M3_0111,洗,0.119,0.0732
M3_0112,寻,0.9058,0.0728
M3_0113,等,0.3483,0.0998
M3_0114,等,0.2908,0.0696
M3_0115,冯旦,0.3578,0.0795
M3_0116,等,0.3821,0.0867
M3_0117,,0.0,0.1063
M3_0118,,0.0,0.1103
M3_0119,答室,0.1789,0.0893
M3_0120,等,0.1827,0.0831
M3_0121,等,0.1782,0.0717
M3_0122,燒,0.1723,0.0784
M3_0123,号,0.2479,0.082
M3_0124,不,0.0738,0.0827
M3_0125,年,0.0169,0.1042
M3_0126,旱,0.2854,0.0874
M3_0127,等,0.7546,0.0764
M3_0128,\,0.2562,0.0741
M3_0129,学学,0.6756,0.1094
M3_0130,\,0.2103,0.0906
M3_0131,享,0.2112,0.0764
M3_0132,普,0.107,0.0996
M3_0133,哥,0.4155,0.095
M3_0134,,0.0,0.0815
M3_0135,司,0.1188,0.1062
M3_0136,华,0.0296,0.089
M3_0137,o,0.1462,0.098
M3_0138,x等,0.415,0.0923
M3_0139,寻,0.2354,0.0935
M3_0140,,0.0,0.0956
M3_0141,享,0.1101,0.1153
M3_0142,,0.0,0.1011
M3_0143,术等,0.2775,0.1013
M3_0144,一,0.0423,0.1186
M3_0145,,0.0,0.1008
M3_0146,,0.0,0.113
M3_0147,\,0.1459,0.1046
M3_0148,,0.0,0.1268
M3_0149,喜,0.0587,0.0974
M3_0150,寻,0.6202,0.1276
M3_0151,,0.0,0.1004
M3_0152,导,0.7403,0.0986
M3_0153,寻,0.5489,0.0896
M3_0154,等,0.3167,0.1004
M3_0155,等,0.2336,0.1084
M3_0156,門,0.0515,0.0966
M3_0157,等,0.7216,0.0809
M3_0158,包,0.1654,0.0989
M3_0159,寻,0.1558,0.0894
M3_0160,宴,0.2348,0.1052
M3_0161,付,0.5843,0.0894
M3_0162,,0.0,0.0929
M3_0163,,0.0,0.133
M3_0164,等,0.1186,0.1984
M3_0165,寻,0.7559,0.1859
M3_0166,附子,0.0982,0.0825
M3_0167,写,0.3094,0.0726
M3_0168,\a,0.4822,0.1105
M3_0169,,0.0,0.0885
M3_0170,享：,0.6296,0.097
M3_0171,景,0.5625,0.0741
M3_0172,号,0.2662,0.068
M3_0173,陈,0.0568,0.0683
M3_0174,等,0.4119,0.0696
M3_0175,好,0.4544,0.103
M3_0176,水是,0.3997,0.1101
M3_0177,,0.0,0.0645
M3_0178,号,0.0753,0.0693
M3_0179,学,0.1941,0.0785
M3_0180,\frac{}$,0.6593,0.103
M3_0181,导,0.0786,0.082
M3_0182,尊,0.1687,0.0666
M3_0183,母,0.5575,0.0623
M3_0184,导,0.1349,0.0862
M3_0185,早,0.3159,0.0769
M3_0186,导,0.2646,0.0727
M3_0187,导,0.1928,0.0642
M3_0188,子,0.129,0.0693
M3_0189,导,0.356,0.0665
M3_0190,,0.0,0.0807
M3_0191,保,0.0967,0.103
M3_0192,母,0.0843,0.1363
M3_0193,写,0.1603,0.0824
M3_0194,小等,0.4903,0.0641
M3_0195,景,0.3991,0.062
M3_0196,有,0.0318,0.107
M3_0197,寻,0.5366,0.1139
M3_0198,美,0.0927,0.0688
M3_0199,导,0.4686,0.0688
M3_0200,等,0.165,0.0746
M3_0201,其,0.2233,0.0713
M3_0202,尊,0.4114,0.072
M3_0203,\,0.3059,0.0837
M3_0204,生,0.0581,0.0763
M3_0205,等,0.87,0.0726
M3_0206,等,0.3757,0.077
M3_0207,\f,0.639,0.0747
M3_0208,寻,0.1546,0.0685
M3_0209,、等,0.4812,0.082
M3_0210,等,0.9224,0.0689
M3_0211,算,0.2433,0.0685
M3_0212,是,0.0678,0.0677
M3_0213,量,0.3607,0.0695
M3_0214,,0.0,0.0774
M3_0215,于,0.617,0.0772
M3_0216,寻,0.1662,0.0781
M3_0217,,0.0,0.1061
M3_0218,景,0.145,0.0878
M3_0219,\,0.1662,0.0762
M3_0220,,0.0,0.0842
M3_0221,等,0.1428,0.1037
M3_0222,,0.0,0.1035
M3_0223,\,0.2036,0.0775
M3_0224,,0.0,0.0747
M3_0225,鲁,0.1648,0.0733
M3_0226,$,0.0736,0.0751
M3_0227,等,0.7552,0.076
M3_0228,侧,0.0955,0.079
M3_0229,等,0.5493,0.0786
M3_0230,景,0.3103,0.0821
M3_0231,图,0.0353,0.0795
M3_0232,算,0.164,0.0724
M3_0233,文,0.1005,0.0727
M3_0234,号,0.2498,0.0722
M3_0235,寻,0.4313,0.0914
M3_0236,每,0.1278,0.0925
M3_0237,学,0.0551,0.1001
M3_0238,,0.0,0.1752
M3_0239,国,0.2618,0.0708
M3_0240,旱,0.3765,0.0862
M3_0241,寻,0.5382,0.0808
M3_0242,等,0.1629,0.1125
M3_0243,,0.0,0.0722
M3_0244,景,0.1165,0.0699
M3_0245,等,0.351,0.0769
M3_0246,答,0.0843,0.1129
M3_0247,5,0.025,0.1217
M3_0248,哥,0.1757,0.0898
M3_0249,華,0.2484,0.0759
M3_0250,子,0.5268,0.1014
M3_0251,\,0.4307,0.082
M3_0252,鸟,0.2571,0.0805
M3_0253,哥,0.1903,0.0762
M3_0254,等,0.1508,0.076
M3_0255,导,0.3748,0.0855
M3_0256,寻,0.4342,0.0753
M3_0257,,0.0,0.0691
M3_0258,导,0.253,0.0797
M3_0259,,0.0,0.1004
M3_0260,时,0.1602,0.0938
M3_0261,弄,0.4419,0.0758
M3_0262,导,0.1168,0.0778
M3_0263,导,0.2885,0.1044
M3_0264,1,0.2328,0.1061
M3_0265,李,0.1092,0.0929
M3_0266,等,0.9163,0.0928
M3_0267,景,0.1589,0.0847
M3_0268,号,0.2735,0.0826
M3_0269,入等,0.3664,0.0879
M3_0270,等,0.0922,0.0937
