sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M2_0000,,"""""",7.271,1,490
M2_0001,,"""""",72.140,1,296
M2_0002,,"""""",8.063,1,414
M2_0003,,"""""",2.330,1,388
M2_0004,,"""""",1.050,1,533
M2_0005,,"""""",0.858,1,377
M2_0006,,"""""",0.704,1,315
M2_0007,,"""""",1.049,1,426
M2_0008,,"""""",1.582,1,474
M2_0009,,"""""",1.732,1,437
M2_0010,,"""""",1.255,1,310
M2_0011,,"""""",1.339,1,320
M2_0012,,"""""",1.029,1,390
M2_0013,,"""""",0.925,1,397
M2_0014,,"""""",1.016,1,454
M2_0015,,"""""",1.093,1,696
M2_0016,,"""""",0.753,1,325
M2_0017,,"""""",0.854,1,377
M2_0018,,"""""",1.915,1,603
M2_0019,,"""""",2.726,1,437
M2_0020,,"""""",0.900,1,419
M2_0021,,"""""",0.841,1,378
M2_0022,,"""""",0.702,1,314
M2_0023,,"""""",0.800,1,395
M2_0024,,"""""",1.120,1,445
M2_0025,,"""""",0.878,1,400
M2_0026,,"""""",0.848,1,366
M2_0027,,"""""",1.014,1,410
M2_0028,,"""""",1.193,1,539
M2_0029,,"""""",0.874,1,442
M2_0030,,"""""",0.855,1,352
M2_0031,,"""""",1.118,1,453
M2_0032,,"""""",0.837,1,326
M2_0033,,"""""",0.834,1,359
M2_0034,,"""""",1.123,1,464
M2_0035,,"""""",0.830,1,362
M2_0036,,"""""",0.911,1,371
M2_0037,,"""""",1.046,1,435
M2_0038,,"""""",1.084,1,540
M2_0039,答：順,"""答：順""",0.987,4,358
M2_0040,答：𨉓,"""答：𨉓""",1.132,7,363
M2_0041,,"""""",1.072,1,458
M2_0042,,"""""",0.969,1,405
M2_0043,𠮥,"""𠮥""",1.013,5,350
M2_0044,,"""""",0.988,1,422
M2_0045,𱍸,"""𱍸""",1.268,5,470
M2_0046,,"""""",0.975,1,339
M2_0047,,"""""",0.996,1,303
M2_0048,,"""""",1.272,1,353
M2_0049,𱢑,"""𱢑""",1.575,5,501
M2_0050,,"""""",1.647,1,648
M2_0051,答：樞,"""答：樞""",0.981,5,325
M2_0052,,"""""",0.780,1,402
M2_0053,,"""""",0.969,1,412
M2_0054,,"""""",0.755,1,307
M2_0055,,"""""",0.902,1,436
