sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M2_0000,𐬭,"""𐬭""",1.970,5,333
M2_0001,越南喃字,"""越南喃字""",1.263,4,221
M2_0002,𐬭,"""𐬭""",1.967,5,349
M2_0003,สุด,"""สุด""",1.228,7,221
M2_0004,𠕃,"""𠕃""",1.773,5,317
M2_0005,สูง,"""สูง""",1.509,6,295
M2_0006,𐬭𐬭𐬭,"""𐬭𐬭𐬭""",1.870,12,233
M2_0007,𐬭𐬭,"""𐬭𐬭""",2.412,9,369
M2_0008,</table>,"""    </table>""",2.146,5,369
M2_0009,𠕃,"""𠕃""",2.040,5,369
M2_0010,</table>,"""    </table>""",1.047,5,267
M2_0011,---,"""---""",0.914,2,263
M2_0012,𐬭𐬭,"""𐬭𐬭""",1.588,9,314
M2_0013,</table>,"""    </table>""",1.657,5,301
M2_0014,𐬭,"""𐬭""",1.765,5,349
M2_0015,越南喃字,"""越南喃字""",1.686,4,317
M2_0016,𐬨,"""𐬨""",1.398,5,263
M2_0017,---,"""---""",1.278,2,301
M2_0018,峄,"""峄""",1.989,3,369
M2_0019,𠕃,"""𠕃""",1.559,5,299
M2_0020,---,"""---""",1.319,2,301
M2_0021,𐬭,"""𐬭""",1.554,5,295
M2_0022,越南喃字,"""越南喃字""",1.216,4,224
M2_0023,---,"""---""",1.295,2,263
M2_0024,ขอ,"""ขอ""",2.007,4,369
M2_0025,欹,"""欹""",1.331,3,301
M2_0026,สุด,"""สุด""",1.773,7,284
M2_0027,สุด,"""สุด""",1.951,7,335
M2_0028,越南喃字,"""越南喃字""",1.782,4,381
M2_0029,𐬭𐬭,"""𐬭𐬭""",1.842,9,284
M2_0030,越南喃字,"""越南喃字""",1.337,4,295
M2_0031,否不,"""否不""",1.918,3,371
M2_0032,𐬭,"""𐬭""",1.554,5,267
M2_0033,𐬭,"""𐬭""",1.414,5,284
M2_0034,𐬭,"""𐬭""",2.156,5,389
M2_0035,ข,"""ข""",1.349,3,245
M2_0036,ข,"""ข""",1.455,3,301
M2_0037,越南喃字,"""越南喃字""",1.922,4,352
M2_0038,ขอ,"""ขอ""",1.722,4,335
M2_0039,（越南喃字）,"""（越南喃字）""",1.748,6,309
M2_0040,คำนวณ,"""คำนวณ""",1.815,10,301
M2_0041,𐬭,"""𐬭""",1.184,5,352
M2_0042,𠕃,"""𠕃""",0.920,5,269
M2_0043,𐬭𐬭,"""𐬭𐬭""",1.172,9,301
M2_0044,---,"""---""",0.952,2,314
M2_0045,เจส,"""เจส""",1.112,5,335
M2_0046,สุด,"""สุด""",1.026,7,257
M2_0047,𐬭,"""𐬭""",0.811,5,221
M2_0048,ตร,"""ตร""",0.915,4,267
M2_0049,𐬭,"""𐬭""",0.926,5,267
M2_0050,---,"""---""",0.831,2,269
M2_0051,越南喃字,"""越南喃字""",0.896,4,276
M2_0052,---,"""---""",0.711,2,221
M2_0053,𐬨,"""    𐬨""",1.193,7,329
M2_0054,ขอ,"""ขอ""",1.052,4,250
M2_0055,越南喃字,"""越南喃字""",1.569,4,301
M2_0056,ขอ,"""ขอ""",1.396,4,254
M2_0057,---,"""---""",1.230,2,253
M2_0058,八,"""八""",1.421,2,295
M2_0059,---,"""---""",1.238,2,225
M2_0060,---,"""---""",1.054,2,221
M2_0061,𐬨,"""    𐬨""",1.399,7,239
M2_0062,ส,"""ส""",1.630,3,314
M2_0063,𐬭,"""𐬭""",1.150,5,205
M2_0064,ค,"""ค""",0.820,3,141
M2_0065,越南喃字,"""越南喃字""",1.265,4,317
M2_0066,---,"""---""",1.171,2,295
M2_0067,（越南喃字）,"""（越南喃字）""",1.145,6,254
M2_0068,---,"""---""",1.189,2,269
M2_0069,𐬭,"""𐬭""",1.212,5,233
M2_0070,hun,"""hun""",1.089,3,245
M2_0071,𠀄,"""𠀄""",1.400,5,309
M2_0072,越南喃字,"""越南喃字""",1.727,4,386
M2_0073,ปร,"""ปร""",0.802,4,314
M2_0074,ㅎ,"""    ㅎ""",0.992,6,267
M2_0075,ក្រុម,"""    ក្រុម""",1.386,12,344
M2_0076,𐬭,"""𐬭""",0.980,5,250
M2_0077,𐬭,"""𐬭""",1.090,5,281
M2_0078,</table>,"""    </table>""",1.330,5,284
M2_0079,越南喃字,"""越南喃字""",1.035,4,254
M2_0080,越南喃字,"""越南喃字""",1.310,4,425
M2_0081,𐬭,"""𐬭""",1.052,5,281
M2_0082,𠀄,"""𠀄""",1.208,5,344
M2_0083,---,"""---""",1.053,2,314
M2_0084,𐬨,"""𐬨""",1.269,5,233
M2_0085,越南喃字,"""越南喃字""",1.935,4,349
M2_0086,越南喃字,"""越南喃字""",1.711,4,333
M2_0087,𐬭,"""𐬭""",1.422,5,254
M2_0088,𠕃,"""𠕃""",1.388,5,257
M2_0089,𐬭,"""𐬭""",1.541,5,253
M2_0090,---,"""---""",0.955,2,179
M2_0091,---,"""---""",1.349,2,314
M2_0092,一,"""一""",0.955,2,189
M2_0093,𐬭𐬭,"""𐬭𐬭""",1.466,9,209
M2_0094,𐬭,"""𐬭""",1.727,5,344
M2_0095,ส,"""ส""",1.361,3,267
M2_0096,𐬭,"""𐬭""",1.509,5,267
M2_0097,峙,"""峙""",1.304,3,253
M2_0098,𐬭,"""𐬭""",1.464,5,301
M2_0099,𐬭,"""𐬭""",1.549,5,295
M2_0100,越南喃字,"""越南喃字""",1.567,4,335
M2_0101,---,"""---""",1.287,2,301
M2_0102,𐬭,"""𐬭""",2.085,5,369
M2_0103,---,"""---""",1.185,2,250
M2_0104,越南喃字,"""越南喃字""",1.386,4,281
M2_0105,𐬭,"""𐬭""",1.590,5,317
M2_0106,---,"""---""",1.432,2,335
M2_0107,越南喃字,"""越南喃字""",1.370,4,335
M2_0108,---,"""---""",0.851,2,237
M2_0109,---,"""---""",0.826,2,301
M2_0110,峨,"""峨""",0.802,3,221
M2_0111,สุ,"""สุ""",1.309,5,352
M2_0112,（越南喃字）,"""（越南喃字）""",1.132,6,344
M2_0113,ประ,"""ประ""",1.496,6,365
M2_0114,สิ,"""สิ""",0.802,4,205
M2_0115,---,"""---""",0.737,2,254
M2_0116,𐬭,"""𐬭""",0.906,5,238
M2_0117,---,"""---""",1.206,2,317
M2_0118,---,"""---""",1.247,2,267
M2_0119,---,"""---""",1.597,2,317
M2_0120,---,"""---""",1.155,2,309
M2_0121,𠕃,"""𠕃""",2.007,5,428
M2_0122,𐬭,"""𐬭""",1.403,5,224
M2_0123,𐬭,"""𐬭""",1.665,5,333
M2_0124,ส,"""ส""",1.182,3,253
M2_0125,สุด,"""สุด""",1.374,7,197
M2_0126,峙,"""峙""",1.989,3,407
M2_0127,峞,"""峞""",1.680,3,365
M2_0128,---,"""---""",1.074,2,194
M2_0129,สร้าง,"""สร้าง""",1.569,7,267
M2_0130,抉,"""抉""",1.016,3,197
M2_0131,</table>,"""    </table>""",1.395,5,269
M2_0132,越南喃字,"""越南喃字""",1.451,4,301
M2_0133,"""","""\""""",1.247,2,253
M2_0134,---,"""---""",1.203,2,299
M2_0135,𐬭𐬭,"""    𐬭𐬭""",2.056,12,317
M2_0136,𐬭,"""𐬭""",1.382,5,267
M2_0137,---,"""---""",1.618,2,352
M2_0138,𐬭,"""𐬭""",1.765,5,309
M2_0139,สุด,"""สุด""",1.576,7,284
M2_0140,---,"""---""",1.243,2,250
M2_0141,---,"""---""",1.866,2,389
M2_0142,---,"""---""",1.220,2,281
M2_0143,越南喃字,"""越南喃字""",1.640,4,317
M2_0144,สุด,"""สุด""",1.754,7,333
M2_0145,</table>,"""    </table>""",1.353,5,281
M2_0146,𐬭,"""𐬭""",1.536,5,269
M2_0147,---,"""---""",1.329,2,281
M2_0148,）,"""）""",1.210,2,250
M2_0149,甫 叼,"""甫\n叼""",2.067,5,371
M2_0150,---,"""---""",1.567,2,333
M2_0151,ข,"""ข""",1.251,3,285
M2_0152,ម្រូវ,"""    ម្រូវ""",2.094,12,317
M2_0153,越南喃字,"""越南喃字""",1.720,4,323
M2_0154,คุณ,"""คุณ""",1.751,7,301
M2_0155,สอง,"""สอง""",1.484,5,333
M2_0156,𐬭,"""𐬭""",1.553,5,333
M2_0157,𐬭,"""𐬭""",1.670,5,299
