sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M2_0000,,"""""",2.112,1,320
M2_0001,```,"""```""",0.960,2,208
M2_0002,,"""""",0.961,1,336
M2_0003,,"""""",0.645,1,208
M2_0004,,"""""",0.904,1,304
M2_0005,,"""""",0.838,1,282
M2_0006,```markdown  ```,"""```markdown\n\n```""",0.995,6,220
M2_0007,,"""""",1.066,1,356
M2_0008,```markdown  ```,"""```markdown\n\n```""",2.627,6,356
M2_0009,,"""""",1.071,1,356
M2_0010,,"""""",0.744,1,254
M2_0011,```,"""```""",0.781,2,250
M2_0012,,"""""",0.910,1,301
M2_0013,,"""""",0.801,1,288
M2_0014,,"""""",1.021,1,336
M2_0015,,"""""",0.891,1,304
M2_0016,云,"""云""",0.767,2,250
M2_0017,```markdown  ```,"""```markdown\n\n```""",0.993,6,288
M2_0018,,"""""",0.966,1,356
M2_0019,,"""""",0.557,1,286
M2_0020,```markdown  ```,"""```markdown\n\n```""",0.962,6,288
M2_0021,,"""""",0.828,1,282
M2_0022,,"""""",0.727,1,211
M2_0023,```markdown  ```,"""```markdown\n\n```""",0.933,6,250
M2_0024,```,"""```""",1.088,2,356
M2_0025,,"""""",0.878,1,288
M2_0026,```,"""```""",0.947,2,271
M2_0027,,"""""",1.187,1,322
M2_0028,,"""""",4.506,1,368
M2_0029,起,"""起""",6.440,2,271
M2_0030,```,"""```""",8.676,2,282
M2_0031,,"""""",38.692,1,358
M2_0032,```markdown  ```,"""```markdown\n\n```""",37.605,6,254
M2_0033,,"""""",0.731,1,271
M2_0034,,"""""",0.803,1,376
M2_0035,,"""""",0.623,1,232
M2_0036,,"""""",0.666,1,288
M2_0037,,"""""",0.875,1,339
M2_0038,```,"""```""",0.703,2,322
M2_0039,,"""""",0.724,1,296
M2_0040,,"""""",0.684,1,288
M2_0041,歸,"""歸""",0.918,3,339
M2_0042,,"""""",0.628,1,256
M2_0043,,"""""",0.693,1,288
M2_0044,```markdown  ```,"""```markdown\n\n```""",0.845,6,301
M2_0045,,"""""",0.841,1,322
M2_0046,,"""""",0.597,1,244
M2_0047,,"""""",0.539,1,208
M2_0048,,"""""",0.648,1,254
M2_0049,,"""""",0.546,1,254
M2_0050,,"""""",0.631,1,256
M2_0051,,"""""",0.623,1,263
M2_0052,```markdown  ```,"""```markdown\n\n```""",0.652,6,208
M2_0053,```markdown  ```,"""```markdown\n\n```""",0.849,6,316
M2_0054,,"""""",0.600,1,237
M2_0055,nue,"""nue""",0.760,3,288
M2_0056,```markdown  ```,"""```markdown\n\n```""",0.745,6,241
M2_0057,,"""""",0.585,1,240
M2_0058,八,"""八""",0.733,2,282
M2_0059,```markdown  ```,"""```markdown\n\n```""",0.703,6,212
M2_0060,,"""""",0.546,1,208
M2_0061,,"""""",0.615,1,226
M2_0062,```markdown  ```,"""```markdown\n\n```""",0.793,6,301
M2_0063,,"""""",0.481,1,192
M2_0064,```markdown  ```,"""```markdown\n\n```""",0.413,6,128
M2_0065,,"""""",0.758,1,304
M2_0066,```markdown  ```,"""```markdown\n\n```""",0.780,6,282
M2_0067,```markdown  ```,"""```markdown\n\n```""",0.730,6,241
M2_0068,```markdown  ```,"""```markdown\n\n```""",0.693,6,256
M2_0069,,"""""",0.568,1,220
M2_0070,hu,"""hu""",0.634,2,232
M2_0071,,"""""",0.745,1,296
M2_0072,.,""".""",0.921,2,373
M2_0073,```markdown  ```,"""```markdown\n\n```""",0.880,6,301
M2_0074,,"""""",0.612,1,254
M2_0075,,"""""",0.854,1,331
M2_0076,,"""""",0.558,1,237
M2_0077,,"""""",0.664,1,268
M2_0078,,"""""",0.689,1,271
M2_0079,,"""""",0.635,1,241
M2_0080,,"""""",0.992,1,412
M2_0081,,"""""",0.670,1,268
M2_0082,,"""""",0.817,1,331
M2_0083,,"""""",0.743,1,301
M2_0084,,"""""",0.614,1,220
M2_0085,,"""""",0.828,1,336
M2_0086,,"""""",0.774,1,320
M2_0087,```markdown  ```,"""```markdown\n\n```""",0.766,6,241
M2_0088,,"""""",0.597,1,244
M2_0089,,"""""",0.585,1,240
M2_0090,```,"""```""",0.471,2,166
M2_0091,,"""""",0.658,1,301
M2_0092,```markdown  ```,"""```markdown\n\n```""",0.566,6,176
M2_0093,274,"""274""",0.599,4,196
M2_0094,,"""""",0.840,1,331
M2_0095,,"""""",0.619,1,254
M2_0096,,"""""",0.614,1,254
M2_0097,,"""""",0.619,1,240
M2_0098,,"""""",0.639,1,288
M2_0099,```,"""```""",0.753,2,282
M2_0100,,"""""",0.690,1,322
M2_0101,```markdown  ```,"""```markdown\n\n```""",0.839,6,288
M2_0102,,"""""",0.797,1,356
M2_0103,,"""""",0.584,1,237
M2_0104,```,"""```""",0.725,2,268
M2_0105,,"""""",0.746,1,304
M2_0106,```markdown  ```,"""```markdown\n\n```""",0.911,6,322
M2_0107,,"""""",0.843,1,322
M2_0108,,"""""",0.531,1,224
M2_0109,```markdown  ```,"""```markdown\n\n```""",0.814,6,288
M2_0110,,"""""",0.541,1,208
M2_0111,,"""""",0.861,1,339
M2_0112,,"""""",0.813,1,331
M2_0113,,"""""",0.902,1,352
M2_0114,```markdown  ```,"""```markdown\n\n```""",0.565,6,192
M2_0115,```markdown  ```,"""```markdown\n\n```""",0.721,6,241
M2_0116,,"""""",0.587,1,225
M2_0117,,"""""",0.736,1,304
M2_0118,,"""""",0.654,1,254
M2_0119,```markdown  ```,"""```markdown\n\n```""",0.852,6,304
M2_0120,```markdown  ```,"""```markdown\n\n```""",0.824,6,296
M2_0121,,"""""",1.041,1,415
M2_0122,,"""""",0.489,1,211
M2_0123,,"""""",0.792,1,320
M2_0124,,"""""",0.586,1,240
M2_0125,,"""""",0.489,1,184
M2_0126,,"""""",0.995,1,394
M2_0127,,"""""",0.878,1,352
M2_0128,,"""""",0.497,1,181
M2_0129,,"""""",0.633,1,254
M2_0130,,"""""",0.505,1,184
M2_0131,,"""""",0.555,1,256
M2_0132,,"""""",0.728,1,288
M2_0133,,"""""",0.567,1,240
M2_0134,,"""""",0.694,1,286
M2_0135,,"""""",0.762,1,304
M2_0136,,"""""",0.626,1,254
M2_0137,```markdown  ```,"""```markdown\n\n```""",0.948,6,339
M2_0138,114,"""114""",0.806,4,296
M2_0139,,"""""",0.635,1,271
M2_0140,,"""""",0.594,1,237
M2_0141,```markdown  ```,"""```markdown\n\n```""",1.020,6,376
M2_0142,```markdown  ```,"""```markdown\n\n```""",0.815,6,268
M2_0143,,"""""",0.665,1,304
M2_0144,-,"""-""",0.833,2,320
M2_0145,,"""""",0.634,1,268
M2_0146,,"""""",0.619,1,256
M2_0147,,"""""",0.718,1,268
M2_0148,,"""""",0.582,1,237
M2_0149,,"""""",0.914,1,358
M2_0150,,"""""",0.779,1,320
M2_0151,```markdown  ```,"""```markdown\n\n```""",0.780,6,272
M2_0152,,"""""",0.758,1,304
M2_0153,,"""""",0.742,1,310
M2_0154,,"""""",0.708,1,288
M2_0155,-,"""-""",0.794,2,320
M2_0156,```markdown  ```,"""```markdown\n\n```""",0.897,6,320
M2_0157,,"""""",0.652,1,286
M2_0158,```markdown  ```,"""```markdown\n\n```""",1.054,6,377
M2_0159,,"""""",0.490,1,212
M2_0160,,"""""",0.625,1,256
M2_0161,,"""""",0.617,1,224
M2_0162,,"""""",0.925,1,373
M2_0163,,"""""",0.695,1,282
M2_0164,,"""""",0.640,1,250
M2_0165,```,"""```""",0.900,2,368
M2_0166,,"""""",0.601,1,240
M2_0167,```markdown  俺。 ```,"""```markdown\n\n俺。\n```""",1.000,9,336
M2_0168,```,"""```""",0.621,2,237
M2_0169,,"""""",0.712,1,301
M2_0170,```markdown  ```,"""```markdown\n\n```""",0.854,6,304
M2_0171,```markdown  ```,"""```markdown\n\n```""",0.672,6,237
M2_0172,,"""""",0.684,1,288
M2_0173,```markdown  ```,"""```markdown\n\n```""",0.778,6,263
M2_0174,山,"""山""",0.933,2,356
M2_0175,```,"""```""",0.905,2,396
M2_0176,π,"""π""",0.782,2,304
M2_0177,,"""""",0.610,1,256
M2_0178,一,"""一""",0.868,2,322
M2_0179,,"""""",0.587,1,254
M2_0180,,"""""",0.608,1,237
M2_0181,,"""""",0.939,1,394
M2_0182,,"""""",0.768,1,305
M2_0183,山,"""山""",0.809,2,331
M2_0184,,"""""",0.834,1,331
M2_0185,,"""""",0.683,1,282
M2_0186,```markdown  ```,"""```markdown\n\n```""",0.874,6,304
M2_0187,Ji,"""Ji""",0.714,3,286
M2_0188,```markdown  ```,"""```markdown\n\n```""",0.599,6,192
M2_0189,,"""""",0.617,1,254
M2_0190,,"""""",0.919,1,358
M2_0191,,"""""",0.702,1,304
M2_0192,,"""""",0.913,1,356
M2_0193,,"""""",0.513,1,196
M2_0194,rr.,"""rr.""",0.753,3,286
M2_0195,,"""""",0.643,1,250
M2_0196,,"""""",0.618,1,254
M2_0197,```,"""```""",0.766,2,288
M2_0198,,"""""",0.677,1,288
M2_0199,,"""""",0.758,1,288
M2_0200,Z.,"""Z.""",0.318,3,136
M2_0201,俩,"""俩""",0.336,2,115
M2_0202,42,"""42""",0.386,3,126
M2_0203,,"""""",0.409,1,148
M2_0204,,"""""",0.323,1,124
M2_0205,,"""""",0.291,1,106
M2_0206,仔,"""仔""",0.322,2,104
M2_0207,,"""""",0.302,1,106
M2_0208,2,"""2""",0.296,2,106
M2_0209,,"""""",0.335,1,126
M2_0210,```markdown  ```,"""```markdown\n\n```""",0.463,6,126
M2_0211,2,"""2""",0.247,2,93
M2_0212,```,"""```""",0.393,2,136
M2_0213,```markdown  ```,"""```markdown\n\n```""",0.408,6,97
M2_0214,,"""""",0.386,1,136
M2_0215,```,"""```""",0.336,2,115
