sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M1_0000,,"""""",1.257,1,310
M1_0001,八,"""八""",1.116,2,286
M1_0002,```markdown  ```,"""```markdown\n\n```""",1.141,6,271
M1_0003,王,"""王""",0.937,2,211
M1_0004,,"""""",1.079,1,286
M1_0005,闲,"""闲""",1.133,2,282
M1_0006,,"""""",0.914,1,224
M1_0007,,"""""",0.951,1,237
M1_0008,```,"""```""",1.118,2,288
M1_0009,,"""""",1.299,1,336
M1_0010,,"""""",0.725,1,172
M1_0011,```markdown  ```,"""```markdown\n\n```""",1.608,6,376
M1_0012,麻,"""麻""",1.493,2,373
M1_0013,,"""""",0.999,1,250
M1_0014,```markdown  ```,"""```markdown\n\n```""",1.186,6,272
M1_0015,,"""""",1.114,1,272
M1_0016,,"""""",1.124,1,310
M1_0017,,"""""",0.915,1,211
M1_0018,,"""""",1.465,1,373
M1_0019,,"""""",1.362,1,352
M1_0020,,"""""",0.992,1,256
M1_0021,```markdown  ```,"""```markdown\n\n```""",1.058,6,211
M1_0022,```markdown  ```,"""```markdown\n\n```""",1.289,6,288
M1_0023,,"""""",1.111,1,296
M1_0024,,"""""",1.098,1,271
M1_0025,```markdown  ```,"""```markdown\n\n```""",1.239,6,282
M1_0026,,"""""",1.338,1,331
M1_0027,,"""""",1.124,1,305
M1_0028,,"""""",1.331,1,322
M1_0029,,"""""",0.888,1,244
M1_0030,```markdown  ```,"""```markdown\n\n```""",0.971,6,198
M1_0031,,"""""",1.297,1,352
M1_0032,```markdown  ```,"""```markdown\n\n```""",1.330,6,304
M1_0033,,"""""",1.053,1,286
M1_0034,```markdown  ```,"""```markdown\n\n```""",1.162,6,256
M1_0035,本,"""本""",1.330,2,336
M1_0036,```markdown  ```,"""```markdown\n\n```""",0.716,6,124
M1_0037,,"""""",1.668,1,394
M1_0038,,"""""",1.139,1,305
M1_0039,群,"""群""",0.880,2,196
M1_0040,,"""""",1.075,1,282
M1_0041,,"""""",0.995,1,256
M1_0042,,"""""",0.909,1,240
M1_0043,,"""""",1.227,1,304
M1_0044,```markdown  ```,"""```markdown\n\n```""",1.233,6,286
M1_0045,,"""""",1.387,1,352
M1_0046,,"""""",1.370,1,373
M1_0047,,"""""",1.407,1,356
M1_0048,,"""""",1.437,1,339
M1_0049,平,"""平""",0.655,2,176
M1_0050,,"""""",1.229,1,320
M1_0051,,"""""",1.094,1,296
M1_0052,```markdown  ```,"""```markdown\n\n```""",1.283,6,282
M1_0053,```,"""```""",1.135,2,301
M1_0054,,"""""",1.206,1,282
M1_0055,,"""""",0.884,1,240
M1_0056,,"""""",1.632,1,377
M1_0057,```markdown  ```,"""```markdown\n\n```""",1.306,6,304
M1_0058,二,"""二""",1.283,2,301
M1_0059,,"""""",1.040,1,288
M1_0060,π,"""π""",0.862,2,196
M1_0061,```markdown  ```,"""```markdown\n\n```""",0.931,6,198
M1_0062,,"""""",0.728,1,184
M1_0063,,"""""",1.307,1,331
M1_0064,,"""""",1.252,1,320
M1_0065,,"""""",0.889,1,256
M1_0066,,"""""",1.109,1,282
M1_0067,,"""""",0.909,1,237
M1_0068,读,"""读""",0.982,2,240
M1_0069,```markdown  ```,"""```markdown\n\n```""",1.195,6,272
M1_0070,```markdown  ```,"""```markdown\n\n```""",1.091,6,237
M1_0071,,"""""",1.012,1,272
M1_0072,```markdown  ```,"""```markdown\n\n```""",1.586,6,339
M1_0073,殆布,"""殆布""",1.245,4,304
M1_0074,,"""""",1.333,1,336
M1_0075,,"""""",1.102,1,301
M1_0076,```markdown  ```,"""```markdown\n\n```""",1.236,6,271
M1_0077,```,"""```""",1.295,2,322
M1_0078,```,"""```""",1.055,2,237
M1_0079,,"""""",1.137,1,304
M1_0080,,"""""",0.997,1,224
M1_0081,闪,"""闪""",1.391,2,356
M1_0082,,"""""",1.225,1,322
M1_0083,点,"""点""",1.536,2,373
M1_0084,,"""""",0.968,1,250
M1_0085,```markdown  ```,"""```markdown\n\n```""",1.317,6,301
M1_0086,,"""""",0.926,1,237
M1_0087,,"""""",0.996,1,256
M1_0088,16,"""16""",1.482,3,373
M1_0089,```markdown  ```,"""```markdown\n\n```""",1.016,6,196
M1_0090,,"""""",1.013,1,268
M1_0091,,"""""",1.172,1,301
M1_0092,בהן,"""בהן""",1.371,5,336
M1_0093,,"""""",0.992,1,263
M1_0094,,"""""",1.108,1,282
M1_0095,,"""""",0.965,1,254
M1_0096,```markdown  ```,"""```markdown\n\n```""",1.230,6,272
M1_0097,,"""""",1.046,1,286
M1_0098,入袖,"""入袖""",1.244,3,304
M1_0099,```markdown  ```,"""```markdown\n\n```""",1.600,6,373
M1_0100,.,""".""",1.068,2,254
M1_0101,,"""""",1.327,1,356
M1_0102,,"""""",1.113,1,301
M1_0103,```markdown  ```,"""```markdown\n\n```""",1.342,6,301
M1_0104,```markdown  ```,"""```markdown\n\n```""",1.292,6,304
M1_0105,```markdown  ```,"""```markdown\n\n```""",1.342,6,301
M1_0106,,"""""",1.339,1,356
M1_0107,,"""""",0.966,1,232
M1_0108,```,"""```""",1.614,2,396
M1_0109,,"""""",1.144,1,320
M1_0110,主,"""主""",1.007,2,250
M1_0111,,"""""",1.097,1,301
M1_0112,,"""""",1.095,1,268
M1_0113,,"""""",1.114,1,304
M1_0114,者,"""者""",1.027,2,254
M1_0115,,"""""",1.332,1,340
M1_0116,,"""""",1.186,1,296
M1_0117,,"""""",1.343,1,336
M1_0118,x2,"""x2""",1.056,3,271
M1_0119,,"""""",1.286,1,305
M1_0120,,"""""",1.048,1,288
M1_0121,,"""""",1.198,1,304
M1_0122,,"""""",0.878,1,237
M1_0123,```markdown  ```,"""```markdown\n\n```""",1.091,6,240
M1_0124,,"""""",1.142,1,301
M1_0125,,"""""",1.253,1,305
M1_0126,,"""""",0.983,1,268
M1_0127,```markdown  ```,"""```markdown\n\n```""",1.376,6,320
M1_0128,要,"""要""",0.974,2,256
M1_0129,```markdown  ```,"""```markdown\n\n```""",1.333,6,304
M1_0130,```markdown  ```,"""```markdown\n\n```""",1.202,6,288
M1_0131,,"""""",1.132,1,282
M1_0132,,"""""",0.946,1,237
M1_0133,,"""""",1.128,1,301
M1_0134,,"""""",1.108,1,282
M1_0135,,"""""",0.934,1,240
M1_0136,#,"""#""",0.899,2,208
M1_0137,```markdown  ```,"""```markdown\n\n```""",1.061,6,224
M1_0138,,"""""",1.178,1,316
M1_0139,,"""""",1.104,1,282
M1_0140,,"""""",1.336,1,322
M1_0141,```markdown  ```,"""```markdown\n\n```""",1.303,6,304
M1_0142,,"""""",1.283,1,322
M1_0143,```markdown  ```,"""```markdown\n\n```""",1.167,6,271
M1_0144,心,"""心""",1.031,2,256
M1_0145,,"""""",0.852,1,226
M1_0146,,"""""",1.279,1,336
M1_0147,```markdown  ```,"""```markdown\n\n```""",1.518,6,358
M1_0148,```markdown  ```,"""```markdown\n\n```""",1.352,6,320
M1_0149,,"""""",1.224,1,305
M1_0150,```markdown  ```,"""```markdown\n\n```""",1.143,6,276
M1_0151,朱,"""朱""",1.391,2,339
M1_0152,```markdown  ```,"""```markdown\n\n```""",1.130,6,254
M1_0153,,"""""",0.992,1,256
M1_0154,,"""""",0.850,1,211
M1_0155,,"""""",1.068,1,268
M1_0156,,"""""",1.114,1,305
M1_0157,```markdown  ```,"""```markdown\n\n```""",1.132,6,256
M1_0158,,"""""",0.921,1,254
M1_0159,```,"""```""",1.192,2,304
M1_0160,瓜。,"""瓜。""",0.805,3,282
M1_0161,,"""""",0.649,1,225
M1_0162,,"""""",0.827,1,254
M1_0163,```,"""```""",1.202,2,286
M1_0164,,"""""",0.998,1,288
M1_0165,,"""""",1.171,1,305
M1_0166,```markdown  ```,"""```markdown\n\n```""",1.452,6,340
M1_0167,,"""""",0.909,1,237
M1_0168,代,"""代""",1.030,2,256
M1_0169,,"""""",1.080,1,282
M1_0170,,"""""",1.072,1,288
M1_0171,,"""""",1.444,1,373
M1_0172,,"""""",1.197,1,304
M1_0173,,"""""",0.914,1,254
M1_0174,,"""""",0.975,1,256
M1_0175,],"""]""",0.918,2,237
M1_0176,,"""""",1.076,1,268
M1_0177,```markdown  ```,"""```markdown\n\n```""",1.099,6,232
M1_0178,,"""""",1.234,1,316
M1_0179,,"""""",0.960,1,250
M1_0180,,"""""",1.164,1,304
M1_0181,古44,"""古44""",1.000,4,240
M1_0182,,"""""",1.257,1,320
M1_0183,0,"""0""",1.103,2,288
M1_0184,,"""""",0.874,1,214
M1_0185,,"""""",1.056,1,288
M1_0186,,"""""",0.831,1,208
M1_0187,,"""""",1.281,1,340
M1_0188,,"""""",1.316,1,322
M1_0189,,"""""",1.008,1,268
M1_0190,,"""""",1.144,1,301
M1_0191,,"""""",1.123,1,316
M1_0192,毛,"""毛""",1.200,2,304
M1_0193,,"""""",0.810,1,224
M1_0194,,"""""",1.130,1,301
M1_0195,```,"""```""",1.072,2,286
M1_0196,```,"""```""",1.043,2,254
M1_0197,,"""""",1.062,1,276
M1_0198,```markdown  ```,"""```markdown\n\n```""",1.315,6,304
M1_0199,,"""""",0.859,1,226
M1_0200,,"""""",0.516,1,126
M1_0201,```markdown  ```,"""```markdown\n\n```""",0.692,6,115
M1_0202,,"""""",0.392,1,96
M1_0203,```,"""```""",0.564,2,115
M1_0204,,"""""",0.543,1,126
M1_0205,,"""""",0.537,1,126
M1_0206,```markdown  ```,"""```markdown\n\n```""",0.784,6,159
M1_0207,凛。,"""凛。""",0.585,4,106
M1_0208,,"""""",0.389,1,79
M1_0209,],"""]""",0.563,2,126
M1_0210,,"""""",0.512,1,106
M1_0211,,"""""",0.489,1,112
M1_0212,```markdown  ```,"""```markdown\n\n```""",0.666,6,100
M1_0213,```,"""```""",0.414,2,104
M1_0214,```,"""```""",0.529,2,112
M1_0215,```markdown  ```,"""```markdown\n\n```""",0.666,6,124
M1_0216,,"""""",0.571,1,124
M1_0217,```markdown  ```,"""```markdown\n\n```""",0.747,6,146
M1_0218,庄,"""庄""",0.633,2,136
M1_0219,```markdown  ```,"""```markdown\n\n```""",0.631,6,104
M1_0220,,"""""",0.430,1,88
M1_0221,```markdown  ```,"""```markdown\n\n```""",0.603,6,104
M1_0222,```markdown  ```,"""```markdown\n\n```""",0.685,6,104
M1_0223,1.,"""1.""",0.606,3,137
M1_0224,```markdown  ```,"""```markdown\n\n```""",0.717,6,124
M1_0225,```,"""```""",0.551,2,116
M1_0226,,"""""",0.851,1,224
M1_0227,```markdown  ```,"""```markdown\n\n```""",0.621,6,100
M1_0228,```,"""```""",0.559,2,126
M1_0229,```markdown  ```,"""```markdown\n\n```""",0.565,6,106
M1_0230,光,"""光""",0.581,2,124
M1_0231,.,""".""",0.730,2,148
M1_0232,```markdown  ```,"""```markdown\n\n```""",0.636,6,124
M1_0233,,"""""",0.474,1,106
M1_0234,,"""""",0.620,1,136
M1_0235,,"""""",0.601,1,136
M1_0236,床,"""床""",0.663,2,148
M1_0237,,"""""",0.557,1,136
M1_0238,```,"""```""",0.677,2,136
M1_0239,,"""""",0.519,1,136
M1_0240,```markdown  ```,"""```markdown\n\n```""",0.626,6,97
M1_0241,六音,"""六音""",0.767,3,172
M1_0242,```markdown  ```,"""```markdown\n\n```""",0.594,6,104
M1_0243,```markdown  ```,"""```markdown\n\n```""",0.763,6,136
M1_0244,,"""""",0.567,1,124
M1_0245,,"""""",0.560,1,136
M1_0246,+,"""+""",0.647,2,148
M1_0247,32,"""32""",0.714,3,148
M1_0248,,"""""",0.612,1,160
M1_0249,色,"""色""",0.431,2,79
M1_0250,,"""""",0.415,1,88
M1_0251,,"""""",0.528,1,120
M1_0252,,"""""",0.413,1,96
M1_0253,,"""""",0.325,1,72
M1_0254,儿,"""儿""",0.628,2,136
M1_0255,c2,"""c2""",0.634,3,126
M1_0256,,"""""",0.522,1,137
M1_0257,,"""""",0.452,1,96
M1_0258,```markdown  ```,"""```markdown\n\n```""",0.575,6,88
M1_0259,向,"""向""",0.661,2,148
M1_0260,2,"""2""",0.639,2,159
M1_0261,,"""""",0.489,1,116
M1_0262,主,"""主""",0.693,2,146
M1_0263,,"""""",0.496,1,115
M1_0264,,"""""",0.524,1,116
M1_0265,五,"""五""",0.627,2,137
M1_0266,```,"""```""",0.626,2,136
M1_0267,```markdown  ```,"""```markdown\n\n```""",0.621,6,126
M1_0268,```markdown  ```,"""```markdown\n\n```""",0.580,6,88
M1_0269,,"""""",0.488,1,104
M1_0270,,"""""",0.411,1,93
M1_0271,```,"""```""",0.528,2,115
M1_0272,谆,"""谆""",0.666,3,136
M1_0273,,"""""",0.522,1,115
M1_0274,```markdown  ```,"""```markdown\n\n```""",0.622,6,115
M1_0275,```,"""```""",0.497,2,104
M1_0276,```markdown  ```,"""```markdown\n\n```""",0.763,6,136
M1_0277,朱,"""朱""",0.502,2,116
M1_0278,,"""""",0.551,1,124
M1_0279,```,"""```""",0.645,2,136
M1_0280,,"""""",0.551,1,115
M1_0281,自,"""自""",0.577,2,136
M1_0282,询,"""询""",0.517,2,112
M1_0283,,"""""",0.482,1,97
M1_0284,```markdown  ```,"""```markdown\n\n```""",0.642,6,106
M1_0285,```,"""```""",0.493,2,97
M1_0286,,"""""",0.531,1,124
M1_0287,,"""""",0.481,1,93
M1_0288,,"""""",0.450,1,104
M1_0289,```markdown  ```,"""```markdown\n\n```""",0.772,6,148
M1_0290,```,"""```""",0.562,2,126
M1_0291,,"""""",0.476,1,96
M1_0292,2,"""2""",0.432,2,106
M1_0293,```,"""```""",0.500,2,104
M1_0294,,"""""",0.527,1,124
M1_0295,破,"""破""",0.667,2,148
M1_0296,朱,"""朱""",0.522,2,115
M1_0297,值,"""值""",0.568,2,124
M1_0298,,"""""",0.448,1,88
M1_0299,```markdown  ```,"""```markdown\n\n```""",0.708,6,137
M1_0300,```markdown  ```,"""```markdown\n\n```""",0.664,6,126
M1_0301,,"""""",0.653,1,148
M1_0302,```markdown  ```,"""```markdown\n\n```""",0.863,6,185
M1_0303,,"""""",0.523,1,115
M1_0304,```markdown  ```,"""```markdown\n\n```""",0.730,6,124
M1_0305,方,"""方""",0.627,2,148
M1_0306,您,"""您""",0.530,2,106
