sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M4_00,初代嘈瑪先罘安善君奴固露寻先罘憑橇,"""初代嘈瑪先罘安善君奴固露寻先罘憑橇""",7.240,24,1376
M4_01,翁堊生罷庇墒漾出一吱那異名郎重凛导,"""翁堊生罷庇墒漾出一吱那異名郎重凛导""",7.650,24,1461
M4_02,事占吏朱塂几奸女歇寻菇旦熟巴导相時庄,"""事占吏朱塂几奸女歇寻菇旦熟巴导相時庄""",6.875,20,1376
M4_03,連 共 扛 罂 麻 蝎 收 斡 堇 在 計 事 衣 毒 喝,"""連\n共\n扛\n罂\n麻\n蝎\n收\n斡\n堇\n在\n計\n事\n衣\n毒\n喝""",7.220,34,1360
M4_04,共移青拱辫耕麻四谱衐主蚕重禮笨些高动,"""共移青拱辫耕麻四谱衐主蚕重禮笨些高动""",7.040,22,1392
M4_05,除奇罢譙讓庄召虎拣韵並墨舟代扶外午尼天下,"""除奇罢譙讓庄召虎拣韵並墨舟代扶外午尼天下""",6.818,23,1360
M4_06,舜跕舜跴奉行主丞麻補事对法双齿鬼体,"""舜跕舜跴奉行主丞麻補事对法双齿鬼体""",6.665,21,1344
M4_07,把皇意偭几久牵共科命焉德主支秋文時記呈愈共遤,"""把皇意偭几久牵共科命焉德主支秋文時記呈愈共遤""",3.408,25,665
M4_08,萬哥多仔凄麻打累囵皮客哥真屯犯没罪重奔旦称,"""萬哥多仔凄麻打累囵皮客哥真屯犯没罪重奔旦称""",3.261,24,654
M4_09,麾意箕埋渚体寻哮柴盆お屯先哮咙罘的牢欺,"""麾意箕埋渚体寻哮柴盆お屯先哮咙罘的牢欺""",3.188,25,643
M4_10,時寻宜没吆歌的率正匹寄德主府訓殉走思皂妻生,"""時寻宜没吆歌的率正匹寄德主府訓殉走思皂妻生""",7.440,25,1424
M4_11,沛風波沉寋歇志遷艩将漂叁潺奴浩其時庄恕鎰几,"""沛風波沉寋歇志遷艩将漂叁潺奴浩其時庄恕鎰几""",3.606,30,654
M4_12,新浚峪庇班店翁呈批署句契旦共寻佯浪屯泌共,"""新浚峪庇班店翁呈批署句契旦共寻佯浪屯泌共""",3.247,24,654
M4_13,庄朱於蕎兵本道音女如舌翁耒庄翰朱捕尾真論,"""庄朱於蕎兵本道音女如舌翁耒庄翰朱捕尾真論""",3.398,23,676
M4_14,事世間、麻燒的莒四寻厲代旦獻梨色趙天堂,"""事世間、麻燒的莒四寻厲代旦獻梨色趙天堂""",6.876,24,1360
M4_15,牢折之归麻翁垩安發于庄朱呌麻寻烊於賒匝,"""牢折之归麻翁垩安發于庄朱呌麻寻烊於賒匝""",7.080,25,1376
M4_16,筆歷史呢榛真导避庸卿每泣竜垣滦几停役,"""筆歷史呢榛真导避庸卿每泣竜垣滦几停役""",7.952,24,1495
M4_17,皇太子明各禁凛退烫仨匮除明時落秘烧不固欺杂尼,"""皇太子明各禁凛退烫仨匮除明時落秘烧不固欺杂尼""",7.737,25,1461
M4_18,涕困染麻翁宋殃么仕寄聤閔朱湃浠困連歇仕油,"""涕困染麻翁宋殃么仕寄聤閔朱湃浠困連歇仕油""",7.182,27,1392
M4_19,其生時麻寻括壳婪哭吹燒得唐末吧灵谡命割导累,"""其生時麻寻括壳婪哭吹燒得唐末吧灵谡命割导累""",7.351,25,1408
