sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M3_0000,^     亻,"""    ^\n    亻""",1.287,8,301
M3_0001,---,"""---""",0.450,2,101
M3_0002,峙,"""峙""",0.717,3,189
M3_0003,ក្រុម,"""ក្រុម""",1.499,11,317
M3_0004,𐬭,"""𐬭""",1.153,5,299
M3_0005,---,"""---""",0.859,2,211
M3_0006,否,"""否""",1.124,2,299
M3_0007,峄,"""峄""",0.980,3,233
M3_0008,𐬭,"""𐬭""",1.149,5,281
M3_0009,司,"""司""",1.134,2,301
M3_0010,---,"""---""",1.054,2,299
M3_0011,---,"""---""",1.228,2,333
M3_0012,𐬭𐬭𐬭,"""𐬭𐬭𐬭""",1.228,12,237
M3_0013,---,"""---""",0.546,2,137
M3_0014,---,"""---""",0.632,2,159
M3_0015,---,"""---""",0.449,2,101
M3_0016,𐬭,"""𐬭""",1.113,5,284
M3_0017,---,"""---""",0.590,2,149
M3_0018,คำสั่ง,"""คำสั่ง""",0.755,10,117
M3_0019,》,"""》""",0.735,2,219
M3_0020,峨,"""峨""",1.173,3,317
M3_0021,---,"""---""",0.984,2,284
M3_0022,峨,"""峨""",0.645,3,150
M3_0023,𐬭,"""𐬭""",1.102,5,281
M3_0024,峷,"""峷""",1.014,3,269
M3_0025,𐬭,"""𐬭""",1.343,5,369
M3_0026,V4t,"""V4t""",0.606,4,128
M3_0027,</table>,"""    </table>""",0.998,5,250
M3_0028,𐬭,"""𐬭""",1.053,5,253
M3_0029,峙,"""峙""",0.841,3,225
M3_0030,𐬭,"""𐬭""",1.183,5,284
M3_0031,</table>,"""    </table>""",1.104,5,301
M3_0032,3,"""3""",0.542,2,139
M3_0033,峙,"""峙""",0.921,3,250
M3_0034,---,"""---""",0.528,2,139
M3_0035,---,"""---""",0.469,2,119
M3_0036,Taiwan,"""Taiwan""",0.606,4,139
M3_0037,𐬭,"""𐬭""",1.349,5,352
M3_0038,越南喃字,"""越南喃字""",0.696,4,149
M3_0039,】,"""】""",0.847,2,245
M3_0040,---,"""---""",1.026,2,267
M3_0041,峷,"""峷""",0.996,3,281
M3_0042,𐬭,"""𐬭""",0.983,5,250
M3_0043,𐬭,"""𐬭""",0.970,5,269
M3_0044,割,"""割""",1.162,2,317
M3_0045,จ,"""จ""",1.010,3,285
M3_0046,一,"""一""",0.946,2,253
M3_0047,越南喃字,"""越南喃字""",0.538,4,125
M3_0048,越南喃字,"""越南喃字""",0.702,4,172
M3_0049,𐬭,"""𐬭""",1.230,5,317
M3_0050,（越南喃字）,"""（越南喃字）""",1.142,6,263
M3_0051,答,"""    答""",1.089,4,301
M3_0052,峙,"""峙""",0.531,3,117
M3_0053,𠀄,"""𠀄""",1.087,5,267
M3_0054,峙,"""峙""",0.600,3,149
M3_0055,สัง,"""สัง""",1.342,5,335
M3_0056,𐬭,"""𐬭""",1.149,5,301
M3_0057,导,"""导""",1.017,2,285
M3_0058,---,"""---""",1.010,2,269
M3_0059,---,"""---""",0.509,2,125
M3_0060,越南喃字,"""越南喃字""",1.252,4,349
M3_0061,越南喃字,"""越南喃字""",1.255,4,333
M3_0062,峙,"""峙""",1.127,3,301
M3_0063,𐬭,"""𐬭""",1.411,5,371
