sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M2_0000,---,"""---""",3.361,2,52
M2_0001,峨,"""峨""",0.439,3,36
M2_0002,峨,"""峨""",0.287,3,51
M2_0003,ম,"""ম""",0.266,3,36
M2_0004,^     匝,"""    ^\n    匝""",0.470,8,46
M2_0005,𐬭,"""𐬭""",0.356,5,40
M2_0006,兵,"""兵""",0.296,2,40
M2_0007,---,"""---""",0.287,2,58
M2_0008,---,"""---""",0.311,2,58
M2_0009,</table>,"""    </table>""",0.410,5,58
M2_0010,民,"""民""",0.252,2,46
M2_0011,）,"""    ）""",0.299,3,40
M2_0012,^     ㅎ,"""    ^\n    ㅎ\n    """,0.622,12,46
M2_0013,𐬨,"""𐬨""",0.343,5,46
M2_0014,---,"""---""",0.254,2,46
M2_0015,...,"""...""",0.250,2,46
M2_0016,云,"""云""",0.257,2,40
M2_0017,মান,"""মান""",0.323,5,46
M2_0018,---,"""---""",0.269,2,58
M2_0019,ক্ষেত্রে,"""ক্ষেত্রে""",0.485,10,46
M2_0020,---,"""---""",0.238,2,46
M2_0021,فر,"""فر""",0.228,2,46
M2_0022,波,"""波""",0.236,2,36
M2_0023,---,"""---""",0.229,2,40
M2_0024,𐬨,"""𐬨""",0.371,5,58
M2_0025,---,"""---""",0.225,2,46
M2_0026,মান,"""মান""",0.314,5,46
M2_0027,^,"""    ^""",0.264,3,52
M2_0028,</table>,"""    </table>""",0.337,5,51
M2_0029,拓,"""拓""",0.238,2,46
M2_0030,---,"""---""",0.223,2,46
M2_0031,স্থ,"""স্থ""",0.378,5,52
M2_0032,---,"""---""",0.253,2,46
M2_0033,]],"""]]""",0.277,2,46
M2_0034,---,"""---""",0.319,2,58
M2_0035,Answer: C,"""Answer: C""",0.311,4,40
M2_0036,^,"""    ^""",0.293,3,46
M2_0037,谊,"""谊""",0.278,2,52
M2_0038,𐬭,"""𐬭""",0.451,5,52
M2_0039,^,"""    ^""",0.285,3,51
M2_0040,𐬭,"""𐬭""",0.340,5,46
M2_0041,歸,"""歸""",0.313,3,52
M2_0042,遠,"""遠""",0.286,3,41
M2_0043,只,"""只""",0.252,2,46
M2_0044,|,"""    |""",0.315,3,46
M2_0045,1.,"""    1.""",0.359,5,52
M2_0046,^,"""    ^""",0.282,3,40
M2_0047,𐬭,"""𐬭""",0.350,5,36
M2_0048,---,"""---""",0.278,2,46
M2_0049,二,"""二""",0.265,2,46
M2_0050,境,"""境""",0.258,2,41
M2_0051,[[,"""[[""",0.230,2,40
M2_0052,）,"""    ）""",0.280,3,36
M2_0053,^,"""    ^""",0.308,3,51
M2_0054,峨,"""峨""",0.279,3,40
M2_0055,）,"""    ）""",0.177,3,46
M2_0056,____,"""____""",0.148,2,41
M2_0057,---,"""---""",0.154,2,41
M2_0058,八,"""八""",0.137,2,46
M2_0059,^,"""    ^""",0.150,3,41
M2_0060,一,"""一""",0.140,2,36
M2_0061,）,"""    ）""",0.163,3,36
M2_0062,^,"""    ^""",0.172,3,46
M2_0063,）,"""    ）""",0.168,3,36
M2_0064,答案,"""答案""",0.209,2,31
M2_0065,一,"""一""",0.151,2,46
M2_0066,---,"""---""",0.165,2,46
M2_0067,---,"""---""",0.157,2,41
M2_0068,---,"""---""",0.155,2,41
