sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M3_0000,,"""""",8.239,1,301
M3_0001,,"""""",3.977,1,101
M3_0002,,"""""",0.679,1,189
M3_0003,ក្រុម,"""ក្រុម""",1.540,11,317
M3_0004,,"""""",1.069,1,299
M3_0005,,"""""",0.825,1,211
M3_0006,,"""""",1.010,1,299
M3_0007,,"""""",0.909,1,233
M3_0008,,"""""",1.048,1,281
M3_0009,,"""""",1.084,1,301
M3_0010,,"""""",1.132,1,299
M3_0011,,"""""",1.330,1,333
M3_0012,,"""""",0.902,1,237
M3_0013,,"""""",0.559,1,137
M3_0014,,"""""",0.645,1,159
M3_0015,,"""""",0.458,1,101
M3_0016,,"""""",1.052,1,284
M3_0017,,"""""",0.597,1,149
M3_0018,,"""""",0.541,1,117
M3_0019,,"""""",0.790,1,219
M3_0020,,"""""",1.169,1,317
M3_0021,,"""""",1.009,1,284
M3_0022,,"""""",0.584,1,150
M3_0023,,"""""",1.053,1,281
M3_0024,,"""""",1.026,1,269
M3_0025,,"""""",1.331,1,369
M3_0026,,"""""",0.525,1,128
M3_0027,,"""""",0.948,1,250
M3_0028,,"""""",0.874,1,253
M3_0029,,"""""",0.894,1,225
M3_0030,,"""""",0.985,1,284
M3_0031,,"""""",1.062,1,301
M3_0032,,"""""",0.566,1,139
M3_0033,,"""""",0.873,1,250
M3_0034,,"""""",0.559,1,139
M3_0035,,"""""",0.497,1,119
M3_0036,,"""""",0.578,1,139
M3_0037,,"""""",1.324,1,352
M3_0038,,"""""",0.653,1,149
M3_0039,,"""""",0.881,1,245
M3_0040,,"""""",1.004,1,267
M3_0041,,"""""",1.007,1,281
M3_0042,,"""""",0.939,1,250
M3_0043,,"""""",0.951,1,269
M3_0044,,"""""",1.248,1,317
M3_0045,,"""""",0.943,1,285
M3_0046,,"""""",0.965,1,253
M3_0047,,"""""",0.518,1,125
M3_0048,,"""""",0.657,1,172
M3_0049,,"""""",1.219,1,317
M3_0050,,"""""",0.973,1,263
M3_0051,,"""""",1.136,1,301
M3_0052,,"""""",0.522,1,117
M3_0053,,"""""",0.928,1,267
M3_0054,,"""""",0.615,1,149
M3_0055,,"""""",1.306,1,335
M3_0056,,"""""",1.156,1,301
M3_0057,,"""""",1.036,1,285
M3_0058,,"""""",1.036,1,269
M3_0059,,"""""",0.424,1,125
M3_0060,,"""""",1.291,1,349
M3_0061,,"""""",1.183,1,333
M3_0062,,"""""",1.153,1,301
M3_0063,,"""""",1.408,1,371
M3_0064,,"""""",1.325,1,344
M3_0065,,"""""",1.030,1,299
M3_0066,,"""""",1.379,1,349
M3_0067,,"""""",0.381,1,109
M3_0068,一,"""一""",1.340,2,333
M3_0069,,"""""",0.939,1,269
M3_0070,,"""""",0.634,1,161
M3_0071,,"""""",0.968,1,253
M3_0072,,"""""",1.152,1,317
M3_0073,,"""""",1.021,1,269
M3_0074,,"""""",0.943,1,253
M3_0075,,"""""",1.117,1,284
M3_0076,,"""""",1.388,1,371
M3_0077,,"""""",1.034,1,281
M3_0078,,"""""",1.189,1,317
M3_0079,,"""""",1.234,1,333
M3_0080,,"""""",0.744,1,179
M3_0081,,"""""",1.034,1,284
M3_0082,,"""""",1.131,1,317
M3_0083,,"""""",1.211,1,333
M3_0084,,"""""",0.951,1,250
M3_0085,,"""""",1.053,1,314
M3_0086,,"""""",1.146,1,317
M3_0087,,"""""",1.172,1,318
M3_0088,,"""""",1.014,1,285
M3_0089,,"""""",0.925,1,267
M3_0090,,"""""",1.181,1,333
M3_0091,,"""""",1.077,1,299
M3_0092,,"""""",1.249,1,349
M3_0093,,"""""",0.813,1,250
M3_0094,,"""""",0.608,1,161
M3_0095,,"""""",1.049,1,281
M3_0096,,"""""",0.569,1,150
M3_0097,,"""""",0.908,1,253
M3_0098,,"""""",0.848,1,250
M3_0099,,"""""",0.998,1,269
M3_0100,,"""""",1.029,1,299
M3_0101,,"""""",1.267,1,349
M3_0102,,"""""",1.494,1,409
M3_0103,,"""""",1.120,1,299
M3_0104,,"""""",1.155,1,318
M3_0105,礼,"""礼""",1.082,2,301
M3_0106,,"""""",1.158,1,317
M3_0107,,"""""",1.054,1,301
M3_0108,,"""""",1.350,1,359
M3_0109,,"""""",1.334,1,369
M3_0110,,"""""",0.778,1,197
M3_0111,,"""""",0.851,1,250
M3_0112,,"""""",0.542,1,146
M3_0113,,"""""",0.853,1,237
M3_0114,,"""""",0.942,1,269
M3_0115,,"""""",0.887,1,233
M3_0116,,"""""",0.952,1,295
M3_0117,,"""""",0.892,1,245
M3_0118,,"""""",0.918,1,267
M3_0119,,"""""",0.533,1,137
M3_0120,,"""""",1.079,1,309
M3_0121,,"""""",0.622,1,161
M3_0122,,"""""",0.932,1,250
M3_0123,,"""""",0.857,1,250
M3_0124,,"""""",0.488,1,128
M3_0125,,"""""",0.585,1,149
M3_0126,,"""""",1.177,1,335
M3_0127,2 等,"""2\n等""",1.357,4,335
M3_0128,thi,"""thi""",0.679,3,149
M3_0129,,"""""",1.320,1,369
M3_0130,宰,"""宰""",1.133,2,314
M3_0131,,"""""",0.900,1,250
M3_0132,,"""""",1.286,1,335
M3_0133,,"""""",0.953,1,285
M3_0134,,"""""",1.108,1,299
M3_0135,,"""""",0.930,1,269
M3_0136,,"""""",1.412,1,371
M3_0137,。,"""。""",0.476,2,128
M3_0138,,"""""",1.015,1,281
M3_0139,,"""""",0.656,1,183
M3_0140,,"""""",0.824,1,239
M3_0141,,"""""",0.928,1,250
M3_0142,,"""""",0.339,1,92
M3_0143,,"""""",0.454,1,125
M3_0144,,"""""",0.455,1,117
M3_0145,,"""""",0.478,1,128
M3_0146,,"""""",0.839,1,239
M3_0147,,"""""",1.010,1,295
M3_0148,17 等,"""17\n等""",1.784,5,447
M3_0149,,"""""",0.988,1,284
M3_0150,,"""""",0.542,1,137
M3_0151,,"""""",0.621,1,161
M3_0152,,"""""",0.875,1,254
M3_0153,,"""""",0.613,1,159
M3_0154,,"""""",0.958,1,269
M3_0155,,"""""",1.036,1,295
M3_0156,,"""""",0.883,1,227
M3_0157,,"""""",1.371,1,389
