sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M2_0000,,"""""",1.206,1,333
M2_0001,,"""""",0.634,1,221
M2_0002,,"""""",0.952,1,349
M2_0003,,"""""",0.647,1,221
M2_0004,,"""""",0.879,1,317
M2_0005,,"""""",0.837,1,295
M2_0006,,"""""",0.659,1,233
M2_0007,,"""""",1.422,1,369
M2_0008,,"""""",1.015,1,369
M2_0009,,"""""",1.046,1,369
M2_0010,,"""""",0.760,1,267
M2_0011,,"""""",0.797,1,263
M2_0012,,"""""",0.886,1,314
M2_0013,,"""""",0.817,1,301
M2_0014,,"""""",0.981,1,349
M2_0015,,"""""",0.831,1,317
M2_0016,,"""""",0.788,1,263
M2_0017,,"""""",0.878,1,301
M2_0018,,"""""",1.052,1,369
M2_0019,,"""""",0.913,1,299
M2_0020,,"""""",0.878,1,301
M2_0021,,"""""",0.855,1,295
M2_0022,,"""""",0.624,1,224
M2_0023,,"""""",0.761,1,263
M2_0024,,"""""",1.071,1,369
M2_0025,欹,"""欹""",0.928,3,301
M2_0026,,"""""",0.856,1,284
M2_0027,,"""""",1.094,1,335
M2_0028,,"""""",0.937,1,381
M2_0029,,"""""",0.900,1,284
M2_0030,,"""""",6.639,1,295
M2_0031,,"""""",3.778,1,371
M2_0032,,"""""",0.608,1,267
M2_0033,,"""""",0.702,1,284
M2_0034,,"""""",0.999,1,389
M2_0035,,"""""",0.643,1,245
M2_0036,,"""""",0.772,1,301
M2_0037,,"""""",0.927,1,352
M2_0038,,"""""",0.849,1,335
M2_0039,,"""""",0.798,1,309
M2_0040,,"""""",0.729,1,301
M2_0041,,"""""",0.878,1,352
M2_0042,,"""""",0.730,1,269
M2_0043,,"""""",0.789,1,301
M2_0044,,"""""",0.780,1,314
M2_0045,,"""""",0.952,1,335
M2_0046,,"""""",0.726,1,257
M2_0047,,"""""",0.667,1,221
M2_0048,,"""""",0.697,1,267
M2_0049,,"""""",0.763,1,267
M2_0050,,"""""",0.752,1,269
M2_0051,,"""""",0.793,1,276
M2_0052,,"""""",0.648,1,221
M2_0053,,"""""",0.895,1,329
M2_0054,,"""""",0.687,1,250
M2_0055,,"""""",0.828,1,301
M2_0056,,"""""",0.758,1,254
M2_0057,,"""""",0.701,1,253
M2_0058,,"""""",0.833,1,295
M2_0059,,"""""",0.654,1,225
M2_0060,,"""""",0.688,1,221
M2_0061,,"""""",0.777,1,239
M2_0062,,"""""",0.828,1,314
M2_0063,,"""""",0.638,1,205
M2_0064,,"""""",0.437,1,141
M2_0065,,"""""",0.856,1,317
M2_0066,```markdown  ```,"""```markdown\n\n```""",1.033,6,295
M2_0067,,"""""",0.780,1,254
M2_0068,,"""""",0.791,1,269
M2_0069,,"""""",0.658,1,233
M2_0070,hun,"""hun""",0.834,3,245
M2_0071,,"""""",0.892,1,309
M2_0072,,"""""",1.095,1,386
M2_0073,,"""""",0.886,1,314
M2_0074,,"""""",0.745,1,267
M2_0075,,"""""",0.946,1,344
M2_0076,,"""""",0.776,1,250
M2_0077,,"""""",0.817,1,281
M2_0078,,"""""",0.837,1,284
M2_0079,,"""""",0.740,1,254
M2_0080,,"""""",1.184,1,425
M2_0081,,"""""",0.790,1,281
M2_0082,,"""""",0.985,1,344
M2_0083,,"""""",0.876,1,314
M2_0084,,"""""",0.667,1,233
M2_0085,,"""""",1.005,1,349
M2_0086,,"""""",0.887,1,333
M2_0087,,"""""",0.763,1,254
M2_0088,,"""""",0.729,1,257
M2_0089,,"""""",0.761,1,253
M2_0090,,"""""",0.574,1,179
M2_0091,,"""""",0.897,1,314
M2_0092,,"""""",0.572,1,189
M2_0093,,"""""",0.635,1,209
M2_0094,,"""""",0.967,1,344
M2_0095,,"""""",0.767,1,267
M2_0096,,"""""",0.789,1,267
M2_0097,,"""""",0.717,1,253
M2_0098,,"""""",0.807,1,301
M2_0099,,"""""",0.819,1,295
M2_0100,,"""""",0.960,1,335
M2_0101,,"""""",0.842,1,301
M2_0102,,"""""",1.106,1,369
M2_0103,,"""""",0.678,1,250
M2_0104,,"""""",0.842,1,281
M2_0105,,"""""",0.916,1,317
M2_0106,,"""""",1.042,1,335
M2_0107,,"""""",1.091,1,335
M2_0108,,"""""",0.741,1,237
M2_0109,,"""""",1.016,1,301
M2_0110,,"""""",0.671,1,221
M2_0111,,"""""",1.130,1,352
M2_0112,,"""""",1.058,1,344
M2_0113,,"""""",1.033,1,365
M2_0114,,"""""",0.638,1,205
M2_0115,,"""""",0.912,1,254
M2_0116,,"""""",0.826,1,238
M2_0117,,"""""",1.145,1,317
M2_0118,,"""""",0.978,1,267
M2_0119,,"""""",1.086,1,317
M2_0120,,"""""",0.991,1,309
M2_0121,,"""""",1.411,1,428
M2_0122,,"""""",0.692,1,224
M2_0123,,"""""",0.989,1,333
M2_0124,,"""""",0.736,1,253
M2_0125,,"""""",0.628,1,197
M2_0126,,"""""",1.153,1,407
M2_0127,,"""""",1.046,1,365
M2_0128,,"""""",0.621,1,194
M2_0129,,"""""",0.854,1,267
M2_0130,,"""""",0.650,1,197
M2_0131,,"""""",0.756,1,269
M2_0132,,"""""",0.845,1,301
M2_0133,,"""""",0.760,1,253
M2_0134,,"""""",0.900,1,299
M2_0135,,"""""",0.911,1,317
M2_0136,,"""""",0.798,1,267
M2_0137,,"""""",1.003,1,352
M2_0138,,"""""",0.903,1,309
M2_0139,,"""""",1.047,1,284
M2_0140,,"""""",0.648,1,250
M2_0141,,"""""",1.126,1,389
M2_0142,,"""""",1.238,1,281
M2_0143,,"""""",1.968,1,317
M2_0144,,"""""",3.168,1,333
M2_0145,,"""""",3.085,1,281
M2_0146,,"""""",0.546,1,269
M2_0147,,"""""",0.689,1,281
M2_0148,,"""""",0.637,1,250
M2_0149,,"""""",0.979,1,371
M2_0150,,"""""",0.855,1,333
M2_0151,,"""""",0.763,1,285
M2_0152,,"""""",0.882,1,317
M2_0153,,"""""",0.862,1,323
M2_0154,,"""""",0.800,1,301
M2_0155,,"""""",0.877,1,333
M2_0156,,"""""",0.933,1,333
M2_0157,,"""""",0.825,1,299
M2_0158,,"""""",1.070,1,390
M2_0159,,"""""",0.673,1,225
M2_0160,,"""""",0.762,1,269
M2_0161,,"""""",0.708,1,237
M2_0162,,"""""",1.082,1,386
M2_0163,,"""""",0.781,1,295
M2_0164,,"""""",0.713,1,263
M2_0165,,"""""",0.986,1,381
M2_0166,,"""""",0.649,1,253
M2_0167,,"""""",0.960,1,349
M2_0168,,"""""",0.677,1,250
M2_0169,,"""""",0.822,1,314
M2_0170,,"""""",0.862,1,317
M2_0171,,"""""",0.667,1,250
M2_0172,,"""""",0.864,1,301
M2_0173,,"""""",0.752,1,276
M2_0174,峤山,"""峤山""",1.085,4,369
M2_0175,,"""""",1.127,1,409
M2_0176,,"""""",0.816,1,317
M2_0177,,"""""",0.739,1,269
M2_0178,,"""""",0.999,1,335
M2_0179,,"""""",0.759,1,267
M2_0180,,"""""",0.719,1,250
M2_0181,审歧,"""审歧""",1.189,3,407
M2_0182,,"""""",0.886,1,318
M2_0183,山,"""山""",1.031,2,344
M2_0184,,"""""",0.988,1,344
M2_0185,,"""""",0.888,1,295
M2_0186,,"""""",0.974,1,317
M2_0187,,"""""",0.846,1,299
M2_0188,,"""""",0.630,1,205
M2_0189,,"""""",0.779,1,267
M2_0190,,"""""",1.019,1,371
M2_0191,,"""""",0.865,1,317
M2_0192,,"""""",1.058,1,369
M2_0193,,"""""",0.636,1,209
M2_0194,否,"""否""",0.923,2,299
M2_0195,,"""""",0.761,1,263
M2_0196,,"""""",0.759,1,267
M2_0197,,"""""",0.857,1,301
M2_0198,,"""""",0.844,1,301
M2_0199,,"""""",0.855,1,301
M2_0200,Z,"""Z""",0.553,2,149
M2_0201,,"""""",0.416,1,128
M2_0202,42,"""42""",0.541,3,139
M2_0203,,"""""",0.513,1,161
M2_0204,,"""""",0.447,1,137
M2_0205,,"""""",0.404,1,119
M2_0206,,"""""",0.382,1,117
M2_0207,,"""""",0.426,1,119
M2_0208,2,"""2""",0.434,2,119
M2_0209,,"""""",0.417,1,139
M2_0210,,"""""",0.488,1,139
M2_0211,h,"""h""",0.386,2,106
M2_0212,,"""""",0.491,1,149
M2_0213,,"""""",0.378,1,110
M2_0214,,"""""",0.495,1,149
M2_0215,```markdown  ```,"""```markdown\n\n```""",0.609,6,128
M2_0216,,"""""",0.493,1,161
M2_0217,S2,"""S2""",0.537,3,150
M2_0218,,"""""",0.437,1,128
M2_0219,,"""""",0.452,1,146
M2_0220,,"""""",0.488,1,161
M2_0221,,"""""",0.476,1,139
M2_0222,,"""""",0.419,1,137
M2_0223,,"""""",0.385,1,117
M2_0224,,"""""",0.478,1,128
M2_0225,,"""""",0.417,1,137
M2_0226,,"""""",0.464,1,139
M2_0227,,"""""",0.440,1,137
M2_0228,,"""""",0.455,1,150
M2_0229,,"""""",0.388,1,117
M2_0230,rê,"""rê""",0.487,3,128
M2_0231,```markdown  劝 恭 ```,"""```markdown\n\n劝\n恭\n```""",0.688,10,117
M2_0232,,"""""",0.517,1,149
M2_0233,,"""""",0.379,1,125
M2_0234,,"""""",0.463,1,139
M2_0235,,"""""",0.406,1,128
M2_0236,,"""""",0.461,1,137
M2_0237,,"""""",0.476,1,161
M2_0238,,"""""",0.456,1,161
M2_0239,,"""""",0.395,1,129
M2_0240,สิบหน้า,"""สิบหน้า""",0.778,11,139
M2_0241,,"""""",0.380,1,129
M2_0242,,"""""",0.431,1,139
M2_0243,,"""""",0.425,1,137
M2_0244,,"""""",0.359,1,101
M2_0245,1837,"""1837""",0.413,5,128
M2_0246,,"""""",0.223,1,106
M2_0247,,"""""",0.293,1,139
M2_0248,,"""""",0.399,1,125
M2_0249,,"""""",0.493,1,159
M2_0250,,"""""",0.488,1,128
M2_0251,,"""""",0.577,1,172
M2_0252,v2,"""v2""",0.466,3,128
M2_0253,,"""""",0.398,1,117
M2_0254,,"""""",0.420,1,128
M2_0255,,"""""",0.416,1,92
M2_0256,,"""""",0.390,1,129
M2_0257,,"""""",0.433,1,137
M2_0258,,"""""",0.463,1,149
M2_0259,,"""""",0.436,1,139
M2_0260,,"""""",0.484,1,161
M2_0261,,"""""",0.281,1,78
M2_0262,,"""""",0.524,1,172
M2_0263,光,"""光""",0.524,2,172
M2_0264,,"""""",0.455,1,133
M2_0265,,"""""",0.425,1,128
M2_0266,thi b1,"""thi b1""",0.523,5,117
M2_0267,,"""""",0.379,1,113
M2_0268,,"""""",0.467,1,149
M2_0269,,"""""",0.508,1,172
M2_0270,,"""""",0.417,1,128
M2_0271,,"""""",0.562,1,129
M2_0272,,"""""",0.374,1,125
M2_0273,,"""""",0.457,1,149
M2_0274,,"""""",0.435,1,139
M2_0275,,"""""",0.372,1,119
M2_0276,,"""""",0.385,1,125
