sample_id,pred,pred_raw,sec,n_tokens,prompt_tokens
M3_0000,𠊚,"""𠊚""",1.234,5,388
M3_0001,---,"""---""",0.468,2,188
M3_0002,𠊛,"""𠊛""",0.879,5,276
M3_0003,𠊚,"""𠊚""",1.263,5,404
M3_0004,𫴮,"""𫴮""",1.259,5,386
M3_0005,𠊚,"""𠊚""",0.937,5,298
M3_0006,𠊚,"""𠊚""",1.227,5,386
M3_0007,𠊚,"""𠊚""",1.054,5,320
M3_0008,𫴮,"""𫴮""",1.102,5,368
M3_0009,𠊚,"""𠊚""",1.329,5,388
M3_0010,𫴮,"""𫴮""",1.241,5,386
M3_0011,𫴮,"""𫴮""",1.329,5,420
M3_0012,𫴮,"""𫴮""",1.073,5,324
M3_0013,English:,"""English:""",0.670,3,224
M3_0014,𠊛,"""𠊛""",0.724,5,246
M3_0015,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.787,12,188
M3_0016,𠊚,"""𠊚""",1.161,5,371
M3_0017,𠊛,"""𠊛""",0.745,5,236
M3_0018,---,"""---""",0.610,2,204
M3_0019,𠊚,"""𠊚""",0.908,5,306
M3_0020,𠊛,"""𠊛""",1.307,5,404
M3_0021,𠊚,"""𠊚""",1.251,5,371
M3_0022,𠊛,"""𠊛""",0.729,5,237
M3_0023,𠊛,"""𠊛""",1.198,5,368
M3_0024,𫴮,"""𫴮""",1.093,5,356
M3_0025,𫴮,"""𫴮""",1.609,5,456
M3_0026,---,"""---""",0.532,2,215
M3_0027,𫴮,"""𫴮""",1.115,5,337
M3_0028,𠊛,"""𠊛""",1.029,5,340
M3_0029,𫴮,"""𫴮""",1.004,5,312
M3_0030,𠊚,"""𠊚""",1.123,5,371
M3_0031,𫴮,"""𫴮""",1.260,5,388
M3_0032,---,"""---""",0.561,2,226
M3_0033,𠊚,"""𠊚""",1.122,5,337
M3_0034,English:,"""English:""",0.636,3,226
M3_0035,---,"""---""",0.543,2,206
M3_0036,---,"""---""",0.634,2,226
M3_0037,𫴮,"""𫴮""",1.372,5,439
M3_0038,𠊚,"""𠊚""",0.750,5,236
M3_0039,𠊛,"""𠊛""",1.009,5,332
M3_0040,𠊚,"""𠊚""",1.138,5,354
M3_0041,𫴮,"""𫴮""",1.180,5,368
M3_0042,𠊚,"""𠊚""",1.102,5,337
M3_0043,𫴮,"""𫴮""",1.039,5,356
M3_0044,𠊚,"""𠊚""",1.289,5,404
M3_0045,𫴮,"""𫴮""",1.135,5,372
M3_0046,𫴮,"""𫴮""",1.086,5,340
M3_0047,---,"""---""",0.594,2,212
M3_0048,𫴮,"""𫴮""",0.814,5,259
M3_0049,𠊛,"""𠊛""",1.257,5,404
M3_0050,𠊚,"""𠊚""",1.153,5,350
M3_0051,𠊚,"""𠊚""",1.178,5,388
M3_0052,English:,"""English:""",0.604,3,204
M3_0053,𠊚,"""𠊚""",1.084,5,354
M3_0054,𠊛,"""𠊛""",0.767,5,236
M3_0055,𠊛,"""𠊛""",1.307,5,422
M3_0056,𫴮,"""𫴮""",1.259,5,388
M3_0057,𫴮,"""𫴮""",1.124,5,372
M3_0058,𫴮,"""𫴮""",1.127,5,356
M3_0059,English:,"""English:""",0.607,3,212
M3_0060,𫴮,"""𫴮""",1.427,5,436
M3_0061,𠊛,"""𠊛""",1.469,5,420
M3_0062,𫴮,"""𫴮""",1.199,5,388
M3_0063,𫴮,"""𫴮""",1.518,5,458
M3_0064,𫴮,"""𫴮""",1.439,5,431
M3_0065,𫴮,"""𫴮""",1.227,5,386
M3_0066,𫴮,"""𫴮""",1.405,5,436
M3_0067,𠊛,"""𠊛""",0.630,5,196
M3_0068,𫴮,"""𫴮""",1.394,5,420
M3_0069,𫴮,"""𫴮""",1.148,5,356
M3_0070,"Actually, the image shows ""仄"" and ""","""Actually, the image shows \""仄\"" and \""""",0.932,12,248
M3_0071,𠊛,"""𠊛""",1.110,5,340
M3_0072,𫴮,"""𫴮""",1.268,5,404
M3_0073,𫴮,"""𫴮""",1.155,5,356
M3_0074,𫴮,"""𫴮""",0.992,5,340
M3_0075,𫴮,"""𫴮""",1.195,5,371
M3_0076,𫴮,"""𫴮""",1.498,5,458
M3_0077,𫴮,"""𫴮""",1.153,5,368
M3_0078,𠊚,"""𠊚""",1.327,5,404
M3_0079,𠊛,"""𠊛""",1.291,5,420
M3_0080,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",1.061,12,266
M3_0081,𫴮,"""𫴮""",1.166,5,371
M3_0082,𫴮,"""𫴮""",1.283,5,404
M3_0083,𫴮,"""𫴮""",1.450,5,420
M3_0084,𫴮,"""𫴮""",1.041,5,337
M3_0085,𫴮,"""𫴮""",1.264,5,401
M3_0086,𠊚,"""𠊚""",1.417,5,404
M3_0087,𫴮,"""𫴮""",1.286,5,405
M3_0088,𫴮,"""𫴮""",1.188,5,372
M3_0089,𫴮,"""𫴮""",1.018,5,354
M3_0090,𫴮,"""𫴮""",1.370,5,420
M3_0091,𫴮,"""𫴮""",1.268,5,386
M3_0092,𫴮,"""𫴮""",1.411,5,436
M3_0093,𫴮,"""𫴮""",1.140,5,337
M3_0094,"Actually, the image shows a character with three dots","""Actually, the image shows a character with three dots""",0.928,12,248
M3_0095,𫴮,"""𫴮""",1.166,5,368
M3_0096,𫴮,"""𫴮""",0.745,5,237
M3_0097,𠊛,"""𠊛""",1.137,5,340
M3_0098,𠊚,"""𠊚""",1.050,5,337
M3_0099,𠊛,"""𠊛""",1.148,5,356
M3_0100,𫴮,"""𫴮""",1.259,5,386
M3_0101,𫴮,"""𫴮""",1.439,5,436
M3_0102,𫴮,"""𫴮""",1.652,5,496
M3_0103,𠊛,"""𠊛""",1.319,5,386
M3_0104,𠊚,"""𠊚""",1.314,5,405
M3_0105,𫴮,"""𫴮""",1.294,5,388
M3_0106,𠊚,"""𠊚""",1.349,5,404
M3_0107,𠊛,"""𠊛""",1.214,5,388
M3_0108,𫴮,"""𫴮""",1.514,5,446
M3_0109,𫴮,"""𫴮""",1.620,5,456
M3_0110,𫴮,"""𫴮""",0.879,5,284
M3_0111,𠊚,"""𠊚""",1.095,5,337
M3_0112,"Actually, the image shows a character that looks like ""","""Actually, the image shows a character that looks like \""""",0.923,12,233
M3_0113,𠊚,"""𠊚""",1.075,5,324
M3_0114,𫴮,"""𫴮""",1.041,5,356
M3_0115,𫴮,"""𫴮""",1.014,5,320
M3_0116,𫴮,"""𫴮""",1.156,5,382
M3_0117,"Actually, the image shows ""仄"" and ""","""Actually, the image shows \""仄\"" and \""""",1.316,12,332
M3_0118,𫴮,"""𫴮""",1.128,5,354
M3_0119,---,"""---""",0.629,2,224
M3_0120,𫴮,"""𫴮""",1.279,5,396
M3_0121,𠊛,"""𠊛""",0.779,5,248
M3_0122,𠊚,"""𠊚""",1.118,5,337
M3_0123,𠊚,"""𠊚""",1.091,5,337
M3_0124,English:,"""English:""",0.658,3,215
M3_0125,English:,"""English:""",0.728,3,236
M3_0126,𫴮,"""𫴮""",1.351,5,422
M3_0127,𫴮,"""𫴮""",1.425,5,422
M3_0128,𠊛,"""𠊛""",0.714,5,236
M3_0129,𫴮,"""𫴮""",1.501,5,456
M3_0130,𠊚,"""𠊚""",1.308,5,401
M3_0131,𫴮,"""𫴮""",0.998,5,337
M3_0132,𫴮,"""𫴮""",1.387,5,422
M3_0133,𠊛,"""𠊛""",1.207,5,372
M3_0134,𠊛,"""𠊛""",1.246,5,386
M3_0135,𫴮,"""𫴮""",1.143,5,356
M3_0136,𫴮,"""𫴮""",1.544,5,458
M3_0137,𠊛,"""𠊛""",0.681,5,215
M3_0138,𫴮,"""𫴮""",1.175,5,368
M3_0139,𠊛,"""𠊛""",0.892,5,270
M3_0140,𫴮,"""𫴮""",1.107,5,326
M3_0141,𫴮,"""𫴮""",1.023,5,337
M3_0142,English:,"""English:""",0.470,3,179
M3_0143,"Actually, the image shows ""仄"" and ""","""Actually, the image shows \""仄\"" and \""""",0.866,12,212
M3_0144,---,"""---""",0.510,2,204
M3_0145,---,"""---""",0.600,2,215
M3_0146,𫴮,"""𫴮""",1.128,5,326
M3_0147,𠊚,"""𠊚""",1.187,5,382
M3_0148,𫴮,"""𫴮""",1.812,5,534
M3_0149,𫴮,"""𫴮""",0.981,5,371
M3_0150,"Actually, the image shows ""尋"" and ""","""Actually, the image shows \""尋\"" and \""""",0.908,12,224
M3_0151,𠊚,"""𠊚""",0.802,5,248
M3_0152,𫴮,"""𫴮""",1.097,5,341
M3_0153,"Actually, the image shows a character with a horizontal stroke","""Actually, the image shows a character with a horizontal stroke""",1.022,12,246
M3_0154,𫴮,"""𫴮""",0.837,5,356
M3_0155,𠊚,"""𠊚""",0.850,5,382
M3_0156,𠊚,"""𠊚""",0.671,5,314
M3_0157,𫴮,"""𫴮""",1.017,5,476
M3_0158,𠊚,"""𠊚""",0.777,5,350
M3_0159,English:,"""English:""",0.503,3,248
M3_0160,𠊛,"""𠊛""",0.902,5,401
M3_0161,"Actually, the image shows ""仄"" and ""","""Actually, the image shows \""仄\"" and \""""",0.827,12,303
M3_0162,𫴮,"""𫴮""",0.886,5,368
M3_0163,𫴮,"""𫴮""",0.687,5,337
M3_0164,𫴮,"""𫴮""",0.875,5,371
M3_0165,𫴮,"""𫴮""",0.666,5,326
M3_0166,𠊚,"""𠊚""",1.077,5,416
M3_0167,𫴮,"""𫴮""",0.854,5,401
M3_0168,𠊚,"""𠊚""",1.316,5,405
M3_0169,𫴮,"""𫴮""",1.157,5,350
M3_0170,𠊛,"""𠊛""",0.870,5,260
M3_0171,𠊚,"""𠊚""",1.114,5,356
M3_0172,𫴮,"""𫴮""",1.412,5,420
M3_0173,𫴮,"""𫴮""",1.321,5,382
