n,flag_ok,flag_bleed,flag_truncated,flag_blank,stray_ink,border_ink,ink_pct,aspect_outlier,pad,thr,carve,resolve,is_baseline,cfg_id
9412,0.9201019974500637,0.0625796855078623,0.017318317042073948,0.0,0.014023268168295785,0.03245846791330223,0.17840192307692318,0.008499787505312367,0.12,fixed128,True,False,True,635b8f06
9412,0.9157458563535912,0.06523586910327242,0.019018274543136423,0.0,0.014632883552911173,0.03377073948151299,0.1789978006799831,0.008818529536761582,0.12,fixed128,True,True,False,460063ef
9412,0.3005737356566086,0.024118147046323844,0.6752018699532512,0.00010624734381640459,0.015566319592010196,0.2622779961750954,0.18592758181045466,0.007543561410964726,0.12,fixed128,False,False,False,01e25354
9412,0.3030174245643859,0.025499362515937103,0.6713769655758606,0.00010624734381640459,0.016177996175095626,0.2612557692307689,0.1865172545686355,0.00764980875478113,0.12,fixed128,False,True,False,8db49f46
9412,0.9201019974500637,0.0625796855078623,0.017318317042073948,0.0,0.014023268168295785,0.03245846791330223,0.17840192307692318,0.008499787505312367,0.12,otsu,True,False,False,86e256a0
9412,0.9157458563535912,0.06523586910327242,0.019018274543136423,0.0,0.014632883552911173,0.03377073948151299,0.1789978006799831,0.008818529536761582,0.12,otsu,True,True,False,366af799
9412,0.3005737356566086,0.024118147046323844,0.6752018699532512,0.00010624734381640459,0.015566319592010196,0.2622779961750954,0.18592758181045466,0.007543561410964726,0.12,otsu,False,False,False,55eff314
9412,0.3030174245643859,0.025499362515937103,0.6713769655758606,0.00010624734381640459,0.016177996175095626,0.2612557692307689,0.1865172545686355,0.00764980875478113,0.12,otsu,False,True,False,d986110c
9412,0.9201019974500637,0.0625796855078623,0.017318317042073948,0.0,0.014023268168295785,0.03245846791330223,0.17840192307692318,0.008499787505312367,0.12,sauvola,True,False,False,7129a0d7
9412,0.9157458563535912,0.06523586910327242,0.019018274543136423,0.0,0.014632883552911173,0.03377073948151299,0.1789978006799831,0.008818529536761582,0.12,sauvola,True,True,False,f09f47c5
9412,0.3005737356566086,0.024118147046323844,0.6752018699532512,0.00010624734381640459,0.015566319592010196,0.2622779961750954,0.18592758181045466,0.007543561410964726,0.12,sauvola,False,False,False,d35b0b98
9412,0.3030174245643859,0.025499362515937103,0.6713769655758606,0.00010624734381640459,0.016177996175095626,0.2612557692307689,0.1865172545686355,0.00764980875478113,0.12,sauvola,False,True,False,50b26d90
9412,0.933064173395665,0.052592435189120275,0.01434339141521462,0.0,0.011731778580535469,0.025818295792605157,0.17411892265193293,0.010305992350191246,0.15,fixed128,True,False,False,d4e69b92
9412,0.929345516362091,0.05577985550361241,0.014874628134296642,0.0,0.012375361240968958,0.026728963025924358,0.17466912452188604,0.01041223969400765,0.15,fixed128,True,True,False,1afb3a8e
9412,0.30418614534636634,0.02252443688907777,0.6731831704207395,0.00010624734381640459,0.013473246918827042,0.2586793667658316,0.18246006162345993,0.009137271568210795,0.15,fixed128,False,False,False,8ee5603b
9412,0.30662983425414364,0.023693157671058222,0.6695707607309818,0.00010624734381640459,0.014196940076498094,0.25751305779855527,0.18297858053548732,0.0092435189120272,0.15,fixed128,False,True,False,eef0f522
9412,0.933064173395665,0.052592435189120275,0.01434339141521462,0.0,0.011731778580535469,0.025818295792605157,0.17411892265193293,0.010305992350191246,0.15,otsu,True,False,False,ed8f83d7
9412,0.929345516362091,0.05577985550361241,0.014874628134296642,0.0,0.012375361240968958,0.026728963025924358,0.17466912452188604,0.01041223969400765,0.15,otsu,True,True,False,b8d562e4
9412,0.30418614534636634,0.02252443688907777,0.6731831704207395,0.00010624734381640459,0.013473246918827042,0.2586793667658316,0.18246006162345993,0.009137271568210795,0.15,otsu,False,False,False,a3d567f1
9412,0.30662983425414364,0.023693157671058222,0.6695707607309818,0.00010624734381640459,0.014196940076498094,0.25751305779855527,0.18297858053548732,0.0092435189120272,0.15,otsu,False,True,False,0c1da9b5
9412,0.933064173395665,0.052592435189120275,0.01434339141521462,0.0,0.011731778580535469,0.025818295792605157,0.17411892265193293,0.010305992350191246,0.15,sauvola,True,False,False,ea782a8d
9412,0.929345516362091,0.05577985550361241,0.014874628134296642,0.0,0.012375361240968958,0.026728963025924358,0.17466912452188604,0.01041223969400765,0.15,sauvola,True,True,False,f5a22952
9412,0.30418614534636634,0.02252443688907777,0.6731831704207395,0.00010624734381640459,0.013473246918827042,0.2586793667658316,0.18246006162345993,0.009137271568210795,0.15,sauvola,False,False,False,a973ea3f
9412,0.30662983425414364,0.023693157671058222,0.6695707607309818,0.00010624734381640459,0.014196940076498094,0.25751305779855527,0.18297858053548732,0.0092435189120272,0.15,sauvola,False,True,False,4c98eef2
9412,0.9406077348066298,0.04388015299617509,0.01551211219719507,0.0,0.009843295792605176,0.022273278793030236,0.17023041861453495,0.012005949851253719,0.18,fixed128,True,False,False,365204e0
9412,0.9373140671483213,0.046855078623034424,0.015830854228644282,0.0,0.010505291117722053,0.02305354866128351,0.1706999468763283,0.012005949851253719,0.18,fixed128,True,True,False,bfe9b8cd
9412,0.3141733956651084,0.01689332766680833,0.6688270293242669,0.00010624734381640459,0.010487335316617092,0.2543235550361234,0.17913626221844411,0.012112197195070123,0.18,fixed128,False,False,False,8b4949fc
9412,0.3166170845728857,0.017637059073523163,0.6656396090097747,0.00010624734381640459,0.011253739906502335,0.2536153102422432,0.17957462813429606,0.011899702507437314,0.18,fixed128,False,True,False,2335cd22
9412,0.9406077348066298,0.04388015299617509,0.01551211219719507,0.0,0.009843295792605176,0.022273278793030236,0.17023041861453495,0.012005949851253719,0.18,otsu,True,False,False,18ca904f
9412,0.9373140671483213,0.046855078623034424,0.015830854228644282,0.0,0.010505291117722053,0.02305354866128351,0.1706999468763283,0.012005949851253719,0.18,otsu,True,True,False,1af2c010
9412,0.3141733956651084,0.01689332766680833,0.6688270293242669,0.00010624734381640459,0.010487335316617092,0.2543235550361234,0.17913626221844411,0.012112197195070123,0.18,otsu,False,False,False,2750e648
9412,0.3166170845728857,0.017637059073523163,0.6656396090097747,0.00010624734381640459,0.011253739906502335,0.2536153102422432,0.17957462813429606,0.011899702507437314,0.18,otsu,False,True,False,bac153c5
9412,0.9406077348066298,0.04388015299617509,0.01551211219719507,0.0,0.009843295792605176,0.022273278793030236,0.17023041861453495,0.012005949851253719,0.18,sauvola,True,False,False,86a36420
9412,0.9373140671483213,0.046855078623034424,0.015830854228644282,0.0,0.010505291117722053,0.02305354866128351,0.1706999468763283,0.012005949851253719,0.18,sauvola,True,True,False,f11061c5
9412,0.3141733956651084,0.01689332766680833,0.6688270293242669,0.00010624734381640459,0.010487335316617092,0.2543235550361234,0.17913626221844411,0.012112197195070123,0.18,sauvola,False,False,False,de5d13f9
9412,0.3166170845728857,0.017637059073523163,0.6656396090097747,0.00010624734381640459,0.011253739906502335,0.2536153102422432,0.17957462813429606,0.011899702507437314,0.18,sauvola,False,True,False,d007d8c6
9412,0.9471950701232469,0.035699107522311944,0.016999575010624733,0.00010624734381640459,0.00821681895452612,0.020346281342966458,0.1651581066723327,0.014130896727581811,0.22,fixed128,True,False,False,6c4803b7
9412,0.9444326391840204,0.03878028049298768,0.01668083297917552,0.00010624734381640459,0.00893091797705057,0.021011017849553823,0.16560338929026733,0.013918402039949,0.22,fixed128,True,True,False,355d5aec
9412,0.3432851678708032,0.013387165320866978,0.6432214194645134,0.00010624734381640459,0.007935210369740752,0.24831656396090057,0.17448062048448726,0.01997450063748406,0.22,fixed128,False,False,False,eaf5fa78
9412,0.3449851253718657,0.013918402039949,0.6409902252443689,0.00010624734381640459,0.008649235019124523,0.24789210582235405,0.17490023374415598,0.019124521886952826,0.22,fixed128,False,True,False,c39b6c7e
9412,0.9471950701232469,0.035699107522311944,0.016999575010624733,0.00010624734381640459,0.00821681895452612,0.020346281342966458,0.1651581066723327,0.014130896727581811,0.22,otsu,True,False,False,cc5ac69e
9412,0.9444326391840204,0.03878028049298768,0.01668083297917552,0.00010624734381640459,0.00893091797705057,0.021011017849553823,0.16560338929026733,0.013918402039949,0.22,otsu,True,True,False,9e01c48a
9412,0.3432851678708032,0.013387165320866978,0.6432214194645134,0.00010624734381640459,0.007935210369740752,0.24831656396090057,0.17448062048448726,0.01997450063748406,0.22,otsu,False,False,False,2e266bba
9412,0.3449851253718657,0.013918402039949,0.6409902252443689,0.00010624734381640459,0.008649235019124523,0.24789210582235405,0.17490023374415598,0.019124521886952826,0.22,otsu,False,True,False,255640ad
9412,0.9471950701232469,0.035699107522311944,0.016999575010624733,0.00010624734381640459,0.00821681895452612,0.020346281342966458,0.1651581066723327,0.014130896727581811,0.22,sauvola,True,False,False,183690fd
9412,0.9444326391840204,0.03878028049298768,0.01668083297917552,0.00010624734381640459,0.00893091797705057,0.021011017849553823,0.16560338929026733,0.013918402039949,0.22,sauvola,True,True,False,6b35e94a
9412,0.3432851678708032,0.013387165320866978,0.6432214194645134,0.00010624734381640459,0.007935210369740752,0.24831656396090057,0.17448062048448726,0.01997450063748406,0.22,sauvola,False,False,False,9cbf7481
9412,0.3449851253718657,0.013918402039949,0.6409902252443689,0.00010624734381640459,0.008649235019124523,0.24789210582235405,0.17490023374415598,0.019124521886952826,0.22,sauvola,False,True,False,9ef8119d
